Category,ID,Gender
train,p0646,1
train,p0649,1
train,p0650,0
train,p0653,1
train,p0654,1
train,p0655,1
train,p0657,1
train,p0661,0
train,p0662,1
train,p0663,0
train,p0664,0
train,p0665,0
train,p0666,0
train,p0669,0
train,p0670,1
train,p0676,0
train,p0678,1
train,p0681,1
train,p0684,0
train,p0688,0
train,p0689,1
train,p0690,1
train,p0691,0
train,p0692,1
train,p0694,1
train,p0695,1
train,p0698,1
train,p0699,1
train,p0702,1
train,p0704,1
train,p0706,1
train,p0710,1
train,p0711,1
train,p0715,0
train,p0716,1
train,p0722,0
train,p0724,1
train,p0725,1
train,p0726,0
train,p0727,1
train,p0730,1
train,p0733,0
train,p0742,0
train,p0743,0
train,p0745,1
train,p0746,1
train,p0747,1
train,p0749,0
train,p0750,1
train,p0753,1
train,p0759,0
train,p0760,1
train,p0762,1
train,p0763,0
train,p0765,0
train,p0767,1
train,p0768,1
train,p0773,1
train,p0774,0
train,p0779,1
train,p0784,1
train,p0786,1
train,p0788,1
train,p0789,0
train,p0792,1
train,p0798,0
train,p0800,1
train,p0802,1
train,p0803,1
train,p0805,1
train,p0806,1
train,p0807,0
train,p0808,0
train,p0810,1
train,p0813,0
train,p0817,0
train,p0819,1
train,p0820,0
train,p0826,1
train,p0828,1
train,p0836,0
train,p0837,1
train,p0849,0
train,p0852,1
train,p0853,0
train,p0855,1
train,p0856,0
train,p0859,1
train,p0860,0
train,p0862,1
train,p0867,1
train,p0871,1
train,p0874,0
train,p0876,1
train,p0881,1
train,p0888,0
train,p0890,1
train,p0897,0
train,p0899,0
train,p0902,1
train,p0903,1
train,p0907,0
train,p0910,1
train,p0911,1
train,p0912,1
train,p0917,1
train,p0919,1
train,p0921,0
train,p0922,1
train,p0926,1
train,p0928,0
train,p0937,0
train,p0945,1
train,p0947,1
train,p0948,0
train,p0949,0
train,p0950,0
train,p0953,1
train,p0957,1
train,p0961,1
train,p0964,1
train,p0965,1
train,p0966,1
train,p0971,0
train,p0974,1
train,p0975,0
train,p0978,0
train,p0979,0
train,p0984,0
train,p0991,1
train,p0992,1
train,p0993,0
train,p0998,1
train,p0999,0
train,p1002,0
train,p1005,0
train,p1009,1
train,p1011,1
train,p1015,1
train,p1018,0
train,p1020,1
train,p1028,0
train,p1029,0
train,p1030,1
train,p1032,0
train,p1033,1
train,p1034,1
train,p1036,1
train,p1037,1
train,p1039,1
train,p1040,1
train,p1042,0
train,p1045,1
train,p1047,1
train,p1048,1
train,p1049,0
train,p1050,1
train,p1057,1
train,p1061,0
train,p1063,1
train,p1064,0
train,p1067,1
train,p1069,0
train,p1071,1
train,p1072,0
train,p1073,1
train,p1074,1
train,p1075,1
train,p1076,1
train,p1077,1
train,p1078,1
train,p1085,1
train,p1089,1
train,p1090,1
train,p1093,0
train,p1096,0
train,p1098,1
train,p1099,1
train,p1102,1
train,p1106,0
train,p1107,1
train,p1109,1
train,p1110,1
train,p1111,1
train,p1112,1
train,p1113,0
train,p1117,1
train,p1122,0
train,p1126,1
train,p1130,0
train,p1132,1
train,p1134,1
train,p1136,1
train,p1138,0
train,p1139,1
train,p1140,0
train,p1142,1
train,p1144,1
train,p1147,0
train,p1158,1
train,p1162,1
train,p1164,1
train,p1165,0
train,p1167,1
train,p1168,1
