Category,Image,<32,32-64,64-128,128-256,>256
query,025_11_c9_008117.png,0,0,1,0,0
query,025_12_c10_008123.png,0,1,0,0,0
query,025_12_c8_008135.png,0,0,1,0,0
query,025_12_c9_008152.png,0,0,1,0,0
query,025_13_c11_008212.png,0,0,0,1,0
query,025_13_c9_008234.png,0,0,1,0,0
query,025_13_c9_008265.png,0,1,0,0,0
query,025_1_c11_008015.png,0,0,1,0,0
query,025_1_c4_008009.png,0,0,0,1,0
query,025_1_c6_008047.png,0,1,0,0,0
query,025_1_c9_008058.png,0,0,1,0,0
query,025_1_c9_008071.png,0,0,1,0,0
query,025_2_c11_008294.png,0,1,0,0,0
query,025_2_c4_008317.png,0,0,1,0,0
query,025_2_c6_008327.png,0,1,0,0,0
query,025_2_c9_008348.png,0,0,1,0,0
query,025_3_c4_008370.png,0,0,1,0,0
query,025_3_c6_008381.png,0,1,0,0,0
query,025_3_c9_008399.png,0,0,1,0,0
query,025_4_c4_008424.png,0,0,1,0,0
query,025_4_c6_008435.png,0,0,0,1,0
query,025_4_c9_008443.png,0,0,1,0,0
query,025_5_c11_008457.png,0,0,0,1,0
query,025_5_c5_008480.png,0,0,1,0,0
query,025_5_c6_008498.png,0,1,0,0,0
query,025_5_c9_008509.png,0,0,1,0,0
query,025_6_c5_008519.png,0,0,1,0,0
query,025_6_c9_008553.png,0,1,0,0,0
query,025_7_c6_008587.png,0,1,0,0,0
query,025_8_c9_008594.png,0,0,1,0,0
query,025_9_c6_008601.png,0,1,0,0,0
query,025_9_c9_008620.png,0,0,1,0,0
query,026_1_c11_015587.png,0,1,0,0,0
query,026_1_c4_015593.png,0,0,1,0,0
query,026_1_c5_015614.png,0,0,1,0,0
query,026_1_c9_015625.png,0,0,1,0,0
query,028_10_c11_008659.png,0,0,1,0,0
query,028_10_c9_008687.png,0,0,1,0,0
query,028_1_c11_008630.png,0,0,1,0,0
query,028_1_c4_008636.png,0,0,1,0,0
query,028_1_c9_008644.png,0,0,0,1,0
query,028_2_c11_008712.png,0,1,0,0,0
query,028_2_c4_008747.png,0,0,1,0,0
query,028_2_c9_008775.png,0,1,0,0,0
query,028_3_c11_008783.png,0,0,1,0,0
query,028_3_c6_008794.png,0,0,1,0,0
query,028_3_c9_008803.png,0,0,1,0,0
query,028_4_c11_008807.png,0,0,1,0,0
query,028_4_c9_008819.png,0,0,1,0,0
query,028_5_c9_008826.png,0,0,1,0,0
query,028_6_c11_008834.png,0,0,0,1,0
query,028_6_c9_008843.png,0,0,1,0,0
query,028_7_c9_008854.png,0,0,1,0,0
query,028_8_c9_008866.png,0,1,0,0,0
query,028_9_c9_008878.png,0,0,1,0,0
query,029_1_c12_001860.png,0,0,0,1,0
query,029_1_c1_001866.png,0,0,0,1,0
query,029_1_c7_001877.png,0,1,0,0,0
query,029_2_c5_001902.png,0,0,1,0,0
query,031_1_c11_011037.png,0,0,1,0,0
query,031_1_c4_011040.png,0,0,1,0,0
query,031_1_c9_011047.png,0,0,1,0,0
query,031_2_c11_011058.png,0,0,1,0,0
query,031_2_c4_011073.png,0,1,0,0,0
query,031_2_c6_011052.png,0,0,0,1,0
query,031_2_c9_011100.png,0,0,1,0,0
query,031_3_c11_011104.png,0,1,0,0,0
query,031_3_c9_011108.png,0,0,1,0,0
query,032_1_c5_009288.png,0,0,0,1,0
query,032_2_c5_009309.png,0,0,1,0,0
query,032_2_c6_009325.png,0,1,0,0,0
query,032_2_c9_009332.png,0,0,1,0,0
query,033_1_c2_008989.png,0,0,1,0,0
query,033_1_c3_008999.png,0,0,1,0,0
query,033_1_c8_009015.png,0,0,1,0,0
query,033_2_c2_009036.png,0,1,0,0,0
query,033_2_c3_009047.png,0,0,1,0,0
query,033_2_c8_009057.png,0,0,1,0,0
query,033_3_c10_009078.png,0,0,1,0,0
query,033_3_c10_009103.png,0,0,0,1,0
query,033_3_c2_009110.png,0,0,0,1,0
query,033_3_c3_009151.png,0,0,1,0,0
query,033_3_c8_009176.png,0,0,0,1,0
query,033_4_c10_009202.png,0,0,0,1,0
query,033_4_c2_009208.png,0,0,0,1,0
query,033_5_c8_009216.png,0,0,1,0,0
query,037_1_c11_009410.png,0,1,0,0,0
query,037_1_c5_009426.png,0,0,0,1,0
query,037_2_c9_009456.png,0,0,1,0,0
query,038_1_c11_016312.png,0,0,1,0,0
query,038_1_c4_016306.png,0,0,1,0,0
query,038_1_c9_016327.png,0,0,1,0,0
query,041_1_c11_016484.png,0,0,0,1,0
query,041_1_c4_016487.png,0,1,0,0,0
query,041_1_c9_016499.png,0,0,1,0,0
query,042_1_c12_015553.png,0,0,0,1,0
query,042_1_c1_015558.png,0,0,0,1,0
query,046_1_c6_002415.png,0,1,0,0,0
query,046_2_c6_002422.png,0,1,0,0,0
query,046_2_c9_002436.png,0,0,0,1,0
query,049_1_c10_015200.png,0,0,1,0,0
query,049_1_c2_015225.png,0,0,1,0,0
query,049_1_c8_015193.png,0,0,1,0,0
query,052_1_c12_008885.png,0,0,1,0,0
query,052_1_c1_008912.png,0,0,0,1,0
query,052_1_c7_008929.png,0,0,0,1,0
query,052_2_c12_008968.png,0,1,0,0,0
query,052_2_c1_008972.png,0,1,0,0,0
query,052_2_c7_008977.png,0,0,1,0,0
query,055_1_c11_015999.png,0,0,0,1,0
query,055_1_c4_016007.png,0,0,1,0,0
query,055_1_c9_016012.png,0,0,1,0,0
query,057_1_c2_000632.png,0,0,0,1,0
query,057_1_c3_000662.png,0,0,1,0,0
query,057_2_c10_000680.png,0,0,1,0,0
query,057_2_c2_000701.png,0,0,1,0,0
query,057_2_c3_000712.png,0,0,1,0,0
query,057_2_c8_000722.png,0,0,1,0,0
query,058_1_c6_003689.png,0,1,0,0,0
query,058_2_c9_003704.png,0,0,1,0,0
query,059_1_c12_004952.png,0,0,1,0,0
query,059_1_c1_004954.png,0,1,0,0,0
query,059_1_c5_005001.png,0,0,1,0,0
query,059_1_c7_005004.png,0,0,1,0,0
query,059_2_c12_005034.png,0,0,1,0,0
query,059_2_c1_005060.png,0,0,0,1,0
query,059_2_c7_005076.png,0,0,1,0,0
query,060_1_c11_004030.png,0,0,0,0,1
query,060_1_c4_004038.png,0,0,1,0,0
query,060_2_c6_004049.png,0,1,0,0,0
query,060_3_c11_004078.png,0,0,0,1,0
query,060_3_c9_004091.png,0,1,0,0,0
query,060_4_c9_004102.png,0,0,1,0,0
query,060_5_c9_004115.png,0,0,1,0,0
query,060_6_c11_004128.png,0,0,1,0,0
query,062_1_c11_017095.png,0,0,0,1,0
query,062_1_c4_017093.png,0,0,0,1,0
query,062_1_c6_017116.png,0,0,1,0,0
query,063_1_c11_013497.png,0,1,0,0,0
query,063_1_c4_013539.png,0,0,1,0,0
query,063_1_c9_013552.png,0,0,1,0,0
query,063_2_c6_013581.png,0,0,0,1,0
query,063_2_c9_013597.png,0,0,1,0,0
query,063_3_c11_013627.png,0,0,1,0,0
query,063_3_c9_013637.png,0,0,1,0,0
query,063_4_c9_013659.png,0,0,1,0,0
query,063_5_c9_013660.png,0,0,1,0,0
query,065_1_c6_007990.png,0,0,1,0,0
query,065_2_c6_007996.png,0,0,1,0,0
query,065_3_c9_008002.png,0,0,1,0,0
query,067_1_c10_015468.png,0,1,0,0,0
query,067_1_c2_015498.png,0,0,0,1,0
query,067_1_c3_015499.png,0,1,0,0,0
query,067_1_c8_015508.png,0,0,1,0,0
query,068_1_c11_014800.png,0,0,0,1,0
query,068_1_c4_014803.png,0,0,1,0,0
query,072_1_c4_014701.png,0,0,1,0,0
query,072_2_c6_014709.png,0,0,0,1,0
query,072_2_c9_014731.png,0,0,1,0,0
query,072_3_c9_014742.png,0,0,1,0,0
query,072_4_c9_014752.png,0,0,1,0,0
query,072_5_c9_014757.png,0,1,0,0,0
query,072_6_c11_014774.png,0,0,1,0,0
query,073_1_c12_016017.png,0,0,0,1,0
query,073_1_c1_016030.png,0,0,0,1,0
query,074_1_c4_009460.png,0,0,1,0,0
query,074_1_c6_009466.png,0,0,1,0,0
query,074_2_c11_009487.png,0,0,0,1,0
query,074_2_c4_009489.png,0,0,1,0,0
query,074_3_c4_009500.png,0,0,1,0,0
query,074_3_c6_009508.png,0,0,0,1,0
query,074_3_c9_009515.png,0,1,0,0,0
query,074_4_c4_009535.png,0,0,0,1,0
query,074_4_c9_009544.png,0,0,1,0,0
query,074_5_c4_009552.png,0,0,1,0,0
query,074_5_c6_009584.png,0,1,0,0,0
query,074_6_c5_009600.png,0,0,0,1,0
query,074_7_c9_009629.png,0,1,0,0,0
query,077_1_c10_015049.png,0,0,0,1,0
query,077_1_c2_015066.png,0,0,0,1,0
query,077_1_c3_015090.png,0,0,1,0,0
query,078_1_c10_001607.png,0,1,0,0,0
query,078_1_c2_001613.png,0,0,0,1,0
query,078_1_c8_001616.png,0,0,1,0,0
query,078_2_c10_001631.png,0,0,0,1,0
query,078_2_c2_001634.png,0,0,0,1,0
query,078_2_c8_001642.png,0,0,1,0,0
query,078_3_c10_001656.png,0,0,1,0,0
query,078_3_c2_001669.png,0,1,0,0,0
query,078_3_c3_001681.png,0,0,1,0,0
query,078_3_c8_001694.png,0,1,0,0,0
query,079_1_c2_003724.png,0,0,1,0,0
query,079_1_c3_003731.png,0,0,0,1,0
query,079_1_c8_003734.png,0,0,1,0,0
query,079_2_c8_003762.png,0,0,1,0,0
query,079_3_c10_003779.png,0,0,1,0,0
query,079_3_c8_003790.png,0,0,1,0,0
query,080_1_c10_015357.png,0,0,1,0,0
query,080_1_c2_015368.png,0,0,1,0,0
query,080_1_c3_015377.png,0,0,1,0,0
query,080_1_c8_015383.png,0,0,1,0,0
query,082_1_c1_005091.png,0,0,0,1,0
query,082_1_c5_005120.png,0,0,0,1,0
query,082_1_c9_005134.png,0,0,1,0,0
query,082_2_c5_005165.png,0,0,0,1,0
query,082_2_c9_005184.png,0,0,1,0,0
query,083_1_c12_009632.png,0,0,0,1,0
query,083_1_c1_009635.png,0,0,0,1,0
query,083_1_c3_009642.png,0,1,0,0,0
query,083_1_c4_009664.png,0,0,0,1,0
query,083_1_c5_009674.png,0,0,1,0,0
query,083_2_c4_009706.png,0,0,1,0,0
query,083_3_c4_009716.png,0,0,1,0,0
query,083_4_c5_009724.png,0,1,0,0,0
query,084_1_c12_013744.png,0,0,1,0,0
query,084_1_c1_013745.png,0,0,0,1,0
query,084_2_c12_013754.png,0,0,0,1,0
query,084_2_c1_013763.png,0,0,0,1,0
query,084_2_c7_013772.png,0,0,1,0,0
query,084_3_c12_013776.png,0,0,0,1,0
query,084_3_c1_013774.png,0,0,0,1,0
query,084_3_c7_013804.png,0,0,1,0,0
query,084_4_c7_013813.png,0,0,1,0,0
query,090_1_c4_002345.png,0,0,1,0,0
query,090_2_c11_002352.png,0,0,0,1,0
query,090_2_c5_002364.png,0,0,0,1,0
query,090_2_c6_002383.png,0,1,0,0,0
query,090_3_c9_002388.png,0,1,0,0,0
query,099_1_c10_014978.png,0,0,0,1,0
query,099_1_c2_014993.png,0,0,0,0,1
query,099_1_c8_015018.png,0,1,0,0,0
query,101_1_c11_010581.png,0,0,1,0,0
query,101_1_c4_010582.png,0,0,1,0,0
query,101_1_c6_010587.png,0,1,0,0,0
query,101_1_c9_010606.png,0,0,0,1,0
query,101_2_c9_010625.png,0,1,0,0,0
query,102_1_c12_016505.png,0,0,0,1,0
query,102_1_c7_016521.png,0,0,1,0,0
query,104_1_c4_011625.png,0,0,0,1,0
query,104_2_c4_011634.png,0,0,1,0,0
query,104_3_c11_011646.png,0,0,1,0,0
query,104_3_c6_011651.png,0,1,0,0,0
query,104_4_c11_011680.png,0,0,1,0,0
query,104_4_c6_011695.png,0,1,0,0,0
query,104_5_c11_011699.png,0,0,1,0,0
query,104_5_c6_011708.png,0,1,0,0,0
query,104_6_c6_011720.png,0,0,0,1,0
query,104_6_c9_011732.png,0,0,1,0,0
query,104_7_c6_011751.png,0,1,0,0,0
query,105_1_c2_001442.png,0,0,0,1,0
query,105_1_c3_001445.png,0,0,1,0,0
query,105_1_c8_001456.png,0,1,0,0,0
query,105_2_c10_001481.png,0,0,1,0,0
query,105_2_c2_001488.png,0,0,0,1,0
query,105_2_c3_001496.png,0,1,0,0,0
query,105_2_c8_001505.png,0,0,0,1,0
query,106_1_c4_003253.png,0,0,1,0,0
query,106_2_c9_003261.png,0,0,1,0,0
query,106_3_c9_003268.png,0,0,1,0,0
query,107_1_c10_017016.png,1,0,0,0,0
query,107_1_c12_017032.png,0,0,0,1,0
query,107_1_c1_017040.png,0,0,0,1,0
query,107_1_c2_017048.png,0,1,0,0,0
query,107_1_c5_017069.png,0,0,1,0,0
query,107_1_c7_017077.png,0,0,1,0,0
query,107_1_c8_017085.png,0,0,1,0,0
query,108_1_c10_015413.png,0,0,0,1,0
query,108_1_c2_015433.png,0,0,0,0,1
query,108_1_c8_015456.png,0,0,1,0,0
query,110_1_c4_011764.png,0,1,0,0,0
query,110_1_c6_011799.png,0,1,0,0,0
query,110_1_c9_011813.png,0,0,1,0,0
query,110_2_c11_011911.png,0,1,0,0,0
query,110_2_c9_011939.png,0,0,1,0,0
query,112_1_c11_016120.png,0,0,1,0,0
query,112_1_c4_016139.png,0,0,0,1,0
query,112_1_c9_016163.png,0,0,1,0,0
query,113_1_c11_016772.png,0,0,1,0,0
query,113_1_c4_016779.png,0,0,1,0,0
query,113_1_c9_016782.png,0,0,1,0,0
query,114_1_c11_015800.png,0,0,1,0,0
query,114_1_c1_015817.png,0,0,0,1,0
query,114_1_c5_015825.png,0,0,1,0,0
query,114_1_c7_015831.png,0,0,1,0,0
query,118_1_c11_014545.png,0,0,0,1,0
query,118_1_c4_014559.png,0,0,0,1,0
query,118_1_c6_014567.png,0,1,0,0,0
query,118_2_c11_014580.png,0,0,0,1,0
query,118_2_c4_014596.png,0,0,1,0,0
query,118_2_c6_014605.png,0,0,1,0,0
query,118_3_c11_014612.png,0,0,0,1,0
query,118_3_c4_014619.png,0,0,0,1,0
query,118_3_c6_014660.png,0,1,0,0,0
query,118_3_c9_014683.png,0,0,1,0,0
query,118_4_c6_014692.png,0,0,1,0,0
query,118_5_c9_014695.png,0,0,1,0,0
query,119_1_c10_015102.png,0,0,0,1,0
query,119_1_c2_015108.png,0,1,0,0,0
query,120_1_c4_012785.png,0,0,1,0,0
query,120_1_c6_012794.png,0,1,0,0,0
query,120_1_c9_012804.png,0,1,0,0,0
query,120_2_c4_012827.png,0,0,0,0,1
query,120_2_c6_012835.png,0,0,0,1,0
query,120_3_c4_012861.png,0,0,1,0,0
query,120_4_c6_012884.png,0,1,0,0,0
query,120_4_c9_012889.png,0,0,1,0,0
query,120_5_c9_012907.png,0,1,0,0,0
query,120_6_c9_012916.png,0,0,1,0,0
query,120_7_c9_012920.png,0,0,1,0,0
query,121_1_c10_014841.png,0,0,1,0,0
query,121_1_c2_014859.png,0,1,0,0,0
query,121_1_c3_014876.png,0,0,1,0,0
query,121_1_c8_014897.png,0,0,1,0,0
query,125_1_c11_004583.png,0,0,0,1,0
query,125_2_c4_004604.png,0,0,1,0,0
query,125_2_c4_004609.png,0,0,1,0,0
query,126_1_c10_016801.png,0,0,1,0,0
query,126_1_c12_016826.png,0,0,0,1,0
query,126_1_c1_016799.png,0,1,0,0,0
query,126_1_c2_016838.png,0,0,0,1,0
query,126_1_c3_016848.png,0,0,1,0,0
query,126_1_c9_016854.png,0,0,1,0,0
query,134_1_c6_011115.png,0,0,1,0,0
query,134_1_c9_011122.png,0,0,0,1,0
query,134_2_c9_011135.png,0,0,1,0,0
query,134_3_c9_011149.png,0,0,1,0,0
query,134_4_c9_011171.png,0,0,1,0,0
query,134_5_c9_011179.png,0,0,1,0,0
query,134_6_c9_011201.png,0,0,1,0,0
query,134_7_c9_011218.png,0,0,1,0,0
query,137_1_c2_000848.png,0,0,0,1,0
query,137_1_c3_000842.png,0,0,1,0,0
query,137_1_c8_000894.png,0,0,1,0,0
query,137_2_c10_000898.png,0,0,1,0,0
query,137_2_c2_000943.png,0,0,1,0,0
query,137_2_c3_000971.png,0,0,0,1,0
query,137_2_c8_000982.png,0,0,1,0,0
query,139_1_c11_015927.png,0,0,1,0,0
query,139_1_c4_015929.png,0,0,0,1,0
query,139_1_c6_015945.png,0,0,0,1,0
query,139_1_c9_015948.png,0,0,1,0,0
query,141_1_c11_013237.png,0,0,0,1,0
query,141_1_c4_013266.png,0,0,1,0,0
query,141_2_c11_013271.png,0,0,1,0,0
query,141_2_c4_013297.png,0,0,1,0,0
query,141_2_c6_013324.png,0,0,0,1,0
query,141_3_c11_013335.png,0,0,0,1,0
query,141_3_c6_013338.png,0,0,0,1,0
query,141_4_c6_013387.png,0,1,0,0,0
query,141_5_c6_013419.png,0,0,1,0,0
query,141_6_c6_013435.png,0,0,0,1,0
query,141_7_c6_013448.png,0,1,0,0,0
query,141_8_c6_013471.png,0,0,0,1,0
query,141_9_c9_013481.png,0,1,0,0,0
query,142_10_c6_006717.png,0,1,0,0,0
query,142_11_c6_006727.png,0,1,0,0,0
query,142_12_c6_006741.png,0,0,0,1,0
query,142_13_c6_006746.png,0,1,0,0,0
query,142_1_c4_006685.png,0,0,1,0,0
query,142_1_c6_006705.png,0,0,1,0,0
query,142_2_c11_006760.png,0,0,0,1,0
query,142_2_c4_006769.png,0,0,0,1,0
query,142_2_c6_006775.png,0,0,1,0,0
query,142_3_c4_006834.png,0,0,1,0,0
query,142_4_c6_006853.png,0,0,1,0,0
query,142_5_c6_006932.png,0,0,1,0,0
query,142_5_c9_006951.png,0,1,0,0,0
query,142_6_c11_006966.png,0,0,1,0,0
query,142_6_c6_006998.png,0,1,0,0,0
query,142_6_c9_007041.png,0,0,1,0,0
query,142_7_c6_007059.png,0,0,0,1,0
query,142_8_c11_007069.png,0,0,0,1,0
query,142_8_c6_007081.png,0,0,0,1,0
query,142_9_c6_007086.png,0,1,0,0,0
query,143_1_c12_004420.png,0,0,0,1,0
query,143_1_c1_004410.png,0,1,0,0,0
query,143_1_c5_004439.png,0,0,0,1,0
query,143_1_c7_004450.png,0,0,1,0,0
query,143_2_c12_004453.png,0,0,0,1,0
query,143_2_c1_004465.png,0,0,0,0,1
query,143_3_c12_004492.png,0,0,1,0,0
query,143_3_c1_004508.png,0,0,0,0,1
query,143_3_c7_004520.png,0,0,1,0,0
query,143_4_c12_004539.png,0,0,1,0,0
query,143_4_c1_004551.png,0,0,1,0,0
query,143_4_c7_004565.png,0,0,1,0,0
query,143_5_c1_004568.png,0,0,0,1,0
query,143_6_c12_004576.png,0,0,0,1,0
query,143_6_c1_004579.png,0,0,0,1,0
query,145_1_c12_007268.png,0,0,1,0,0
query,145_1_c1_007260.png,0,0,1,0,0
query,145_1_c5_007292.png,0,0,1,0,0
query,145_1_c7_007295.png,0,0,1,0,0
query,145_2_c10_007300.png,0,0,0,1,0
query,145_2_c12_007305.png,0,0,0,1,0
query,145_2_c1_007326.png,0,0,1,0,0
query,145_2_c2_007330.png,0,0,1,0,0
query,145_2_c3_007358.png,0,0,1,0,0
query,145_3_c10_007381.png,0,0,1,0,0
query,145_3_c12_007388.png,0,0,1,0,0
query,145_3_c1_007403.png,0,0,0,1,0
query,145_3_c2_007408.png,0,1,0,0,0
query,145_3_c3_007435.png,0,0,1,0,0
query,147_1_c12_015568.png,0,0,0,1,0
query,147_1_c1_015577.png,0,0,0,1,0
query,148_1_c2_014804.png,0,1,0,0,0
query,148_1_c3_014811.png,0,1,0,0,0
train,000_1_c10_001003.png,0,0,0,1,0
train,000_1_c10_001007.png,0,0,1,0,0
train,000_1_c10_001008.png,0,0,0,1,0
train,000_1_c10_001009.png,0,0,0,1,0
train,000_1_c10_001010.png,0,0,0,1,0
train,000_1_c10_001011.png,0,0,1,0,0
train,000_1_c10_001012.png,0,0,0,1,0
train,000_1_c10_001013.png,0,0,0,1,0
train,000_1_c10_001014.png,0,0,0,0,1
train,000_1_c10_001015.png,0,0,0,1,0
train,000_1_c10_001016.png,0,0,1,0,0
train,000_1_c10_001017.png,0,0,1,0,0
train,000_1_c10_001018.png,0,0,0,1,0
train,000_1_c10_001019.png,0,0,0,1,0
train,000_1_c10_001020.png,0,0,1,0,0
train,000_1_c10_001021.png,0,0,1,0,0
train,000_1_c10_001022.png,0,0,1,0,0
train,000_1_c10_001023.png,0,0,0,1,0
train,000_1_c10_001024.png,0,0,0,1,0
train,000_1_c10_001025.png,0,0,0,1,0
train,000_1_c10_001026.png,0,0,1,0,0
train,000_1_c10_001027.png,0,1,0,0,0
train,000_1_c2_001004.png,0,0,0,1,0
train,000_1_c2_001005.png,0,0,0,1,0
train,000_1_c2_001028.png,0,0,0,1,0
train,000_1_c2_001029.png,0,0,0,1,0
train,000_1_c2_001030.png,0,0,1,0,0
train,000_1_c2_001031.png,0,1,0,0,0
train,000_1_c2_001032.png,0,0,1,0,0
train,000_1_c2_001033.png,0,0,1,0,0
train,000_1_c2_001034.png,0,0,1,0,0
train,000_1_c2_001035.png,0,0,1,0,0
train,000_1_c2_001036.png,0,0,0,1,0
train,000_1_c2_001037.png,0,0,0,1,0
train,000_1_c2_001038.png,0,0,0,1,0
train,000_1_c2_001039.png,0,0,0,1,0
train,000_1_c2_001040.png,0,0,1,0,0
train,000_1_c2_001041.png,0,0,1,0,0
train,000_1_c2_001042.png,0,0,0,1,0
train,000_1_c2_001043.png,0,0,0,1,0
train,000_1_c2_001044.png,0,0,0,1,0
train,000_1_c3_001006.png,0,1,0,0,0
train,000_1_c3_001045.png,0,0,1,0,0
train,000_1_c3_001046.png,0,0,1,0,0
train,000_1_c3_001047.png,0,0,1,0,0
train,000_1_c3_001048.png,0,0,1,0,0
train,000_1_c3_001049.png,0,0,1,0,0
train,000_1_c3_001050.png,0,0,1,0,0
train,000_1_c3_001051.png,0,1,0,0,0
train,000_1_c3_001052.png,0,0,1,0,0
train,000_1_c3_001053.png,0,0,1,0,0
train,000_1_c3_001054.png,0,0,1,0,0
train,000_1_c3_001055.png,0,0,1,0,0
train,000_1_c3_001056.png,0,0,1,0,0
train,000_1_c3_001057.png,0,1,0,0,0
train,000_1_c3_001058.png,0,1,0,0,0
train,000_1_c8_001059.png,0,0,1,0,0
train,000_1_c8_001060.png,0,0,1,0,0
train,000_1_c8_001061.png,0,0,1,0,0
train,000_1_c8_001062.png,0,0,1,0,0
train,000_1_c8_001063.png,0,0,1,0,0
train,000_1_c8_001064.png,0,0,1,0,0
train,000_1_c8_001065.png,0,0,1,0,0
train,000_1_c8_001066.png,0,0,1,0,0
train,000_1_c8_001067.png,0,0,1,0,0
train,000_1_c8_001068.png,0,0,1,0,0
train,000_1_c8_001069.png,0,0,1,0,0
train,000_1_c8_001070.png,0,1,0,0,0
train,000_2_c10_001071.png,0,1,0,0,0
train,000_2_c10_001072.png,0,0,0,1,0
train,000_2_c10_001075.png,0,0,1,0,0
train,000_2_c10_001076.png,0,0,1,0,0
train,000_2_c10_001077.png,0,0,1,0,0
train,000_2_c10_001078.png,0,1,0,0,0
train,000_2_c10_001079.png,1,0,0,0,0
train,000_2_c10_001080.png,0,1,0,0,0
train,000_2_c10_001081.png,0,1,0,0,0
train,000_2_c10_001082.png,0,0,1,0,0
train,000_2_c10_001083.png,0,0,0,1,0
train,000_2_c10_001084.png,0,0,0,1,0
train,000_2_c10_001085.png,0,1,0,0,0
train,000_2_c10_001086.png,0,1,0,0,0
train,000_2_c10_001087.png,0,1,0,0,0
train,000_2_c10_001088.png,0,1,0,0,0
train,000_2_c10_001089.png,0,0,1,0,0
train,000_2_c10_001090.png,0,1,0,0,0
train,000_2_c10_001091.png,0,0,0,1,0
train,000_2_c10_001092.png,0,1,0,0,0
