Category,Image,<32,32-64,64-128,128-256,>256
train,102_26_0.jpg,0,0,0,1,0
train,104_92_0.jpg,0,0,0,1,0
train,102_27_0.jpg,0,0,0,1,0
train,105_100_0.jpg,0,0,0,1,0
train,102_30_0.jpg,0,0,0,1,0
train,105_11_0.jpg,0,0,0,1,0
train,102_34_0.jpg,0,0,0,1,0
train,105_12_0.jpg,0,0,0,1,0
train,102_37_0.jpg,0,0,0,1,0
train,105_13_0.jpg,0,0,0,1,0
train,102_3_0.jpg,0,0,0,1,0
train,105_14_0.jpg,0,0,0,1,0
train,102_42_0.jpg,0,0,0,1,0
train,105_15_0.jpg,0,0,0,1,0
train,102_46_0.jpg,0,0,0,1,0
train,105_16_0.jpg,0,0,0,1,0
train,102_50_0.jpg,0,0,0,1,0
train,105_17_0.jpg,0,0,0,1,0
train,102_5_0.jpg,0,0,0,1,0
train,105_18_0.jpg,0,0,0,1,0
train,102_65_0.jpg,0,0,0,1,0
train,105_19_0.jpg,0,0,0,1,0
train,102_66_0.jpg,0,0,0,1,0
train,105_1_0.jpg,0,0,0,1,0
train,102_6_0.jpg,0,0,0,1,0
train,105_20_0.jpg,0,0,0,1,0
train,102_72_0.jpg,0,0,0,1,0
train,105_22_0.jpg,0,0,0,1,0
train,102_76_0.jpg,0,0,0,1,0
train,105_25_0.jpg,0,0,0,1,0
train,102_7_0.jpg,0,0,0,1,0
train,105_26_1.jpg,0,0,0,1,0
train,102_8_0.jpg,0,0,0,1,0
train,105_28_0.jpg,0,0,0,1,0
train,102_90_0.jpg,0,0,0,1,0
train,105_34_0.jpg,0,0,0,1,0
train,102_9_0.jpg,0,0,0,1,0
train,105_35_0.jpg,0,0,0,1,0
train,103_10_0.jpg,0,0,0,1,0
train,105_37_0.jpg,0,0,0,1,0
train,103_11_0.jpg,0,0,0,1,0
train,105_38_0.jpg,0,0,0,1,0
train,103_13_0.jpg,0,0,0,1,0
train,103_24_1.jpg,0,0,0,1,0
train,105_39_0.jpg,0,0,0,1,0
train,103_27_1.jpg,0,0,0,1,0
train,105_3_0.jpg,0,0,0,1,0
train,103_28_2.jpg,0,0,0,1,0
train,105_40_0.jpg,0,0,0,1,0
train,103_29_0.jpg,0,0,0,1,0
train,105_41_0.jpg,0,0,0,1,0
train,103_2_0.jpg,0,0,0,1,0
train,105_44_1.jpg,0,0,0,1,0
train,103_30_0.jpg,0,0,0,1,0
train,105_45_0.jpg,0,0,0,1,0
train,103_34_0.jpg,0,0,0,1,0
train,105_47_0.jpg,0,0,0,1,0
train,103_34_1.jpg,0,0,0,1,0
train,105_48_0.jpg,0,0,0,1,0
train,103_34_2.jpg,0,0,0,1,0
train,105_4_0.jpg,0,0,0,1,0
train,103_36_0.jpg,0,0,0,1,0
train,106_100_0.jpg,0,0,0,1,0
train,105_50_0.jpg,0,0,0,1,0
train,105_52_0.jpg,0,0,0,1,0
train,105_54_1.jpg,0,0,0,1,0
train,105_55_0.jpg,0,0,0,1,0
train,105_5_0.jpg,0,0,0,1,0
train,105_63_0.jpg,0,0,0,1,0
train,105_65_0.jpg,0,0,0,1,0
train,105_68_0.jpg,0,0,0,1,0
train,105_69_0.jpg,0,0,0,1,0
train,105_6_0.jpg,0,0,0,1,0
train,105_73_0.jpg,0,0,0,1,0
train,105_76_0.jpg,0,0,0,1,0
train,105_77_1.jpg,0,0,0,1,0
train,105_7_0.jpg,0,0,0,1,0
train,105_80_0.jpg,0,0,0,1,0
train,105_81_0.jpg,0,0,0,1,0
train,105_86_0.jpg,0,0,0,1,0
train,105_91_0.jpg,0,0,0,1,0
train,105_93_1.jpg,0,0,0,1,0
train,105_97_0.jpg,0,0,0,1,0
train,105_98_0.jpg,0,0,0,1,0
train,105_9_0.jpg,0,0,0,1,0
train,107_23_0.jpg,0,0,0,1,0
train,106_10_0.jpg,0,0,0,1,0
train,107_24_0.jpg,0,0,0,1,0
train,106_11_0.jpg,0,0,0,1,0
train,107_25_0.jpg,0,0,0,1,0
train,106_12_0.jpg,0,0,0,1,0
train,107_26_0.jpg,0,0,0,1,0
train,106_13_0.jpg,0,0,0,1,0
train,107_28_1.jpg,0,0,0,1,0
train,106_14_0.jpg,0,0,0,1,0
train,107_2_0.jpg,0,0,0,1,0
train,106_15_0.jpg,0,0,0,1,0
train,107_32_0.jpg,0,0,0,1,0
train,106_19_0.jpg,0,0,0,1,0
train,107_33_0.jpg,0,0,0,1,0
train,106_1_0.jpg,0,0,0,1,0
train,107_35_1.jpg,0,0,0,1,0
train,106_20_0.jpg,0,0,0,1,0
train,107_36_0.jpg,0,0,0,1,0
train,106_24_1.jpg,0,0,0,1,0
train,107_37_0.jpg,0,0,0,1,0
train,106_25_0.jpg,0,0,0,1,0
train,107_38_0.jpg,0,0,0,1,0
train,106_27_0.jpg,0,0,0,1,0
train,107_3_0.jpg,0,0,0,1,0
train,106_29_0.jpg,0,0,0,1,0
train,107_41_0.jpg,0,0,0,1,0
train,106_2_0.jpg,0,0,0,1,0
train,107_43_0.jpg,0,0,0,1,0
train,106_31_0.jpg,0,0,0,1,0
train,107_47_0.jpg,0,0,0,1,0
train,106_32_0.jpg,0,0,0,1,0
train,107_4_0.jpg,0,0,0,1,0
train,106_33_0.jpg,0,0,0,1,0
train,107_5_1.jpg,0,0,0,1,0
train,106_34_0.jpg,0,0,0,1,0
train,107_62_0.jpg,0,0,0,1,0
train,106_35_0.jpg,0,0,0,1,0
train,107_64_0.jpg,0,0,0,1,0
train,106_36_0.jpg,0,0,0,1,0
train,107_67_0.jpg,0,0,0,1,0
train,106_37_0.jpg,0,0,0,1,0
train,107_68_0.jpg,0,0,0,1,0
train,106_38_0.jpg,0,0,0,1,0
train,107_6_0.jpg,0,0,0,1,0
train,106_39_0.jpg,0,0,0,1,0
train,107_72_0.jpg,0,0,0,1,0
train,106_3_0.jpg,0,0,0,1,0
train,107_73_1.jpg,0,0,0,1,0
train,106_40_0.jpg,0,0,0,1,0
train,107_74_1.jpg,0,0,0,1,0
train,106_41_1.jpg,0,0,0,1,0
train,107_80_1.jpg,0,0,0,1,0
train,106_42_0.jpg,0,0,0,1,0
train,107_85_0.jpg,0,0,0,1,0
train,106_44_0.jpg,0,0,0,1,0
train,107_86_0.jpg,0,0,0,1,0
train,106_47_0.jpg,0,0,0,1,0
train,107_87_0.jpg,0,0,0,1,0
train,106_49_0.jpg,0,0,0,1,0
train,107_8_0.jpg,0,0,0,1,0
train,106_4_0.jpg,0,0,0,1,0
train,107_91_0.jpg,0,0,0,1,0
train,106_50_0.jpg,0,0,0,1,0
train,107_94_0.jpg,0,0,0,1,0
train,106_59_1.jpg,0,0,0,1,0
train,107_95_1.jpg,0,0,0,1,0
train,106_5_0.jpg,0,0,0,1,0
train,108_10_0.jpg,0,0,0,1,0
train,106_60_0.jpg,0,0,0,1,0
train,108_14_0.jpg,0,0,0,1,0
train,106_61_1.jpg,0,0,0,1,0
train,108_1_0.jpg,0,0,0,1,0
train,106_62_0.jpg,0,0,0,1,0
train,108_20_0.jpg,0,0,0,1,0
train,106_65_0.jpg,0,0,0,1,0
train,108_21_0.jpg,0,0,0,1,0
train,106_68_0.jpg,0,0,0,1,0
train,108_26_0.jpg,0,0,0,1,0
train,106_6_1.jpg,0,0,0,1,0
train,108_2_0.jpg,0,0,0,1,0
train,106_72_0.jpg,0,0,0,1,0
train,108_34_0.jpg,0,0,0,1,0
train,106_73_0.jpg,0,0,0,1,0
train,108_36_0.jpg,0,0,0,1,0
train,106_78_0.jpg,0,0,0,1,0
train,108_37_0.jpg,0,0,0,1,0
train,106_80_0.jpg,0,0,0,1,0
train,108_3_0.jpg,0,0,0,1,0
train,106_82_0.jpg,0,0,0,1,0
train,108_3_1.jpg,0,0,0,1,0
train,106_83_0.jpg,0,0,0,1,0
train,108_43_1.jpg,0,0,0,1,0
train,106_85_0.jpg,0,0,0,1,0
train,108_4_0.jpg,0,0,0,1,0
train,106_86_0.jpg,0,0,0,1,0
train,108_51_0.jpg,0,0,0,1,0
train,106_8_0.jpg,0,0,0,1,0
train,108_52_0.jpg,0,0,0,1,0
train,106_90_0.jpg,0,0,0,1,0
train,108_55_0.jpg,0,0,0,1,0
train,106_92_0.jpg,0,0,0,1,0
train,108_61_0.jpg,0,0,0,1,0
train,106_9_0.jpg,0,0,0,1,0
train,118_11_1.jpg,0,0,0,1,0
train,107_100_0.jpg,0,0,0,1,0
train,108_6_0.jpg,0,0,0,1,0
train,107_10_0.jpg,0,0,0,1,0
train,108_7_0.jpg,0,0,0,1,0
train,107_11_0.jpg,0,0,0,1,0
train,108_86_0.jpg,0,0,0,1,0
train,107_12_0.jpg,0,0,0,1,0
train,109_100_0.jpg,0,0,0,1,0
train,107_13_0.jpg,0,0,0,1,0
train,109_12_0.jpg,0,0,0,1,0
train,107_15_1.jpg,0,0,0,1,0
train,109_13_0.jpg,0,0,0,1,0
train,107_16_0.jpg,0,0,0,1,0
train,109_14_0.jpg,0,0,0,1,0
train,107_19_0.jpg,0,0,0,1,0
train,109_16_0.jpg,0,0,0,1,0
train,107_1_0.jpg,0,0,0,1,0
train,109_17_0.jpg,0,0,0,1,0
train,107_20_0.jpg,0,0,0,1,0
train,107_21_0.jpg,0,0,0,1,0
train,109_18_0.jpg,0,0,0,1,0
train,109_19_0.jpg,0,0,0,1,0
train,109_1_0.jpg,0,0,0,1,0
train,109_20_0.jpg,0,0,0,1,0
train,109_21_2.jpg,0,0,0,1,0
train,109_22_0.jpg,0,0,0,1,0
train,109_23_0.jpg,0,0,0,1,0
train,109_24_0.jpg,0,0,0,1,0
train,109_24_2.jpg,0,0,0,1,0
train,109_28_0.jpg,0,0,0,1,0
train,109_29_0.jpg,0,0,0,1,0
train,109_2_0.jpg,0,0,0,1,0
train,109_30_1.jpg,0,0,0,1,0
train,109_31_0.jpg,0,0,0,1,0
train,109_32_0.jpg,0,0,0,1,0
train,109_34_0.jpg,0,0,0,1,0
train,109_36_0.jpg,0,0,0,1,0
train,109_38_0.jpg,0,0,0,1,0
train,109_39_0.jpg,0,0,0,1,0
train,109_3_0.jpg,0,0,0,1,0
train,109_40_0.jpg,0,0,0,1,0
train,109_41_0.jpg,0,0,0,1,0
train,109_44_0.jpg,0,0,0,1,0
train,109_45_0.jpg,0,0,0,1,0
train,109_47_0.jpg,0,0,0,1,0
train,109_48_0.jpg,0,0,0,1,0
train,109_48_2.jpg,0,0,0,1,0
train,109_4_0.jpg,0,0,0,1,0
train,109_50_0.jpg,0,0,0,1,0
train,109_51_0.jpg,0,0,0,1,0
train,109_52_1.jpg,0,0,0,1,0
train,109_54_0.jpg,0,0,0,1,0
train,109_56_0.jpg,0,0,0,1,0
train,109_57_0.jpg,0,0,0,1,0
train,109_59_0.jpg,0,0,0,1,0
train,109_59_1.jpg,0,0,0,1,0
train,109_5_0.jpg,0,0,0,1,0
train,109_60_1.jpg,0,0,0,1,0
train,109_61_0.jpg,0,0,0,1,0
train,109_63_0.jpg,0,0,0,1,0
train,109_65_0.jpg,0,0,0,1,0
train,109_66_0.jpg,0,0,0,1,0
train,109_68_0.jpg,0,0,0,1,0
train,109_6_0.jpg,0,0,0,1,0
train,109_71_1.jpg,0,0,0,1,0
train,109_74_0.jpg,0,0,0,1,0
train,109_75_2.jpg,0,0,0,1,0
train,109_76_0.jpg,0,0,0,1,0
train,109_77_0.jpg,0,0,0,1,0
train,109_78_0.jpg,0,0,0,1,0
train,109_78_2.jpg,0,0,0,1,0
train,109_79_0.jpg,0,0,0,1,0
train,109_7_0.jpg,0,0,0,1,0
train,109_80_1.jpg,0,0,0,1,0
train,109_82_1.jpg,0,0,0,1,0
train,109_83_0.jpg,0,0,0,1,0
train,109_83_1.jpg,0,0,0,1,0
train,109_85_0.jpg,0,0,0,1,0
train,109_86_0.jpg,0,0,0,1,0
train,109_87_0.jpg,0,0,0,1,0
train,109_89_0.jpg,0,0,0,1,0
train,109_8_0.jpg,0,0,0,1,0
train,109_90_0.jpg,0,0,0,1,0
train,109_91_0.jpg,0,0,0,1,0
train,109_93_0.jpg,0,0,0,1,0
train,109_96_1.jpg,0,0,0,1,0
train,109_98_1.jpg,0,0,0,1,0
train,109_9_0.jpg,0,0,0,1,0
train,10_100_0.jpg,0,0,0,1,0
train,10_10_0.jpg,0,0,0,1,0
train,10_11_0.jpg,0,0,0,1,0
train,10_17_0.jpg,0,0,0,1,0
train,10_19_0.jpg,0,0,0,1,0
train,10_1_0.jpg,0,0,0,1,0
train,10_22_0.jpg,0,0,0,1,0
train,10_23_0.jpg,0,0,0,1,0
train,10_24_0.jpg,0,0,0,1,0
train,10_2_0.jpg,0,0,0,1,0
train,10_30_0.jpg,0,0,0,1,0
train,10_32_0.jpg,0,0,0,1,0
train,10_34_0.jpg,0,0,0,1,0
train,10_35_0.jpg,0,0,0,1,0
train,10_3_0.jpg,0,0,0,1,0
train,10_41_1.jpg,0,0,0,1,0
train,10_44_0.jpg,0,0,0,1,0
train,10_45_0.jpg,0,0,0,1,0
train,10_46_0.jpg,0,0,0,1,0
train,10_47_0.jpg,0,0,0,1,0
train,10_59_0.jpg,0,0,0,1,0
train,10_63_0.jpg,0,0,0,1,0
train,10_64_2.jpg,0,0,0,1,0
train,10_68_1.jpg,0,0,0,1,0
train,10_69_0.jpg,0,0,0,1,0
train,10_6_0.jpg,0,0,0,1,0
train,10_70_0.jpg,0,0,0,1,0
train,10_71_1.jpg,0,0,0,1,0
train,10_73_0.jpg,0,0,0,1,0
train,10_79_1.jpg,0,0,0,1,0
train,10_8_0.jpg,0,0,0,1,0
train,10_90_0.jpg,0,0,0,1,0
train,10_98_0.jpg,0,0,0,1,0
train,10_9_0.jpg,0,0,0,1,0
train,110_14_0.jpg,0,0,0,1,0
train,110_16_0.jpg,0,0,0,1,0
train,110_21_0.jpg,0,0,0,1,0
train,110_24_0.jpg,0,0,0,1,0
train,110_27_0.jpg,0,0,0,1,0
train,110_28_0.jpg,0,0,0,1,0
train,110_29_0.jpg,0,0,0,1,0
train,110_2_1.jpg,0,0,0,1,0
train,110_36_0.jpg,0,0,0,1,0
train,110_42_0.jpg,0,0,0,1,0
train,110_48_0.jpg,0,0,0,1,0
train,110_4_0.jpg,0,0,0,1,0
train,110_50_0.jpg,0,0,0,1,0
train,110_51_0.jpg,0,0,0,1,0
train,110_64_0.jpg,0,0,0,1,0
train,110_72_0.jpg,0,0,0,1,0
train,110_78_0.jpg,0,0,0,1,0
train,110_80_0.jpg,0,0,0,1,0
train,110_83_0.jpg,0,0,0,1,0
train,110_84_0.jpg,0,0,0,1,0
train,111_13_0.jpg,0,0,0,1,0
train,111_19_0.jpg,0,0,0,1,0
train,111_21_0.jpg,0,0,0,1,0
train,111_26_0.jpg,0,0,0,1,0
train,111_2_0.jpg,0,0,0,1,0
train,111_37_0.jpg,0,0,0,1,0
train,111_57_1.jpg,0,0,0,1,0
train,112_10_1.jpg,0,0,0,1,0
train,112_11_0.jpg,0,0,0,1,0
train,112_16_0.jpg,0,0,0,1,0
train,112_18_0.jpg,0,0,0,1,0
train,112_19_0.jpg,0,0,0,1,0
train,112_1_0.jpg,0,0,0,1,0
train,112_20_0.jpg,0,0,0,1,0
train,112_22_0.jpg,0,0,0,1,0
train,112_26_0.jpg,0,0,0,1,0
train,112_28_0.jpg,0,0,0,1,0
train,112_2_0.jpg,0,0,0,1,0
train,112_30_0.jpg,0,0,0,1,0
train,112_33_0.jpg,0,0,0,1,0
train,112_37_2.jpg,0,0,0,1,0
train,112_40_0.jpg,0,0,0,1,0
train,112_44_0.jpg,0,0,0,1,0
train,112_48_2.jpg,0,0,0,1,0
train,112_4_0.jpg,0,0,0,1,0
train,112_4_1.jpg,0,0,0,1,0
train,112_56_1.jpg,0,0,0,1,0
train,112_59_0.jpg,0,0,0,1,0
train,112_5_0.jpg,0,0,0,1,0
train,112_62_0.jpg,0,0,0,1,0
train,112_65_1.jpg,0,0,0,1,0
train,112_67_0.jpg,0,0,0,1,0
train,112_7_0.jpg,0,0,0,1,0
train,112_80_0.jpg,0,0,0,1,0
train,112_81_0.jpg,0,0,0,1,0
train,112_8_1.jpg,0,0,0,1,0
train,112_95_0.jpg,0,0,0,1,0
train,112_98_0.jpg,0,0,0,1,0
train,112_9_0.jpg,0,0,0,1,0
train,113_12_1.jpg,0,0,0,1,0
train,113_13_0.jpg,0,0,0,1,0
train,113_16_1.jpg,0,0,0,1,0
train,113_17_1.jpg,0,0,0,1,0
train,113_19_0.jpg,0,0,0,1,0
train,113_1_1.jpg,0,0,0,1,0
train,113_20_1.jpg,0,0,0,1,0
train,113_22_0.jpg,0,0,0,1,0
train,113_2_0.jpg,0,0,0,1,0
train,113_31_0.jpg,0,0,0,1,0
train,113_3_0.jpg,0,0,0,1,0
train,113_5_0.jpg,0,0,0,1,0
train,113_66_0.jpg,0,0,0,1,0
train,113_68_0.jpg,0,0,0,1,0
train,113_69_1.jpg,0,0,0,1,0
train,113_81_0.jpg,0,0,0,1,0
train,113_8_0.jpg,0,0,0,1,0
train,113_94_1.jpg,0,0,0,1,0
train,113_9_0.jpg,0,0,0,1,0
train,114_12_0.jpg,0,0,0,1,0
train,114_15_0.jpg,0,0,0,1,0
train,114_1_0.jpg,0,0,0,1,0
train,114_29_0.jpg,0,0,0,1,0
train,114_4_0.jpg,0,0,0,1,0
train,114_5_0.jpg,0,0,0,1,0
train,114_6_0.jpg,0,0,0,1,0
train,114_72_0.jpg,0,0,0,1,0
train,114_99_0.jpg,0,0,0,1,0
train,115_100_0.jpg,0,0,0,1,0
train,115_11_0.jpg,0,0,0,1,0
train,115_12_0.jpg,0,0,0,1,0
train,115_13_0.jpg,0,0,0,1,0
train,115_15_0.jpg,0,0,0,1,0
train,115_16_0.jpg,0,0,0,1,0
train,115_17_0.jpg,0,0,0,1,0
train,115_18_0.jpg,0,0,0,1,0
train,115_19_0.jpg,0,0,0,1,0
train,115_1_0.jpg,0,0,0,1,0
train,115_21_0.jpg,0,0,0,1,0
train,115_22_1.jpg,0,0,0,1,0
train,115_22_2.jpg,0,0,0,1,0
train,115_23_0.jpg,0,0,0,1,0
train,115_24_0.jpg,0,0,0,1,0
train,115_26_0.jpg,0,0,0,1,0
train,115_27_0.jpg,0,0,0,1,0
train,115_28_0.jpg,0,0,0,1,0
train,115_29_0.jpg,0,0,0,1,0
train,115_2_0.jpg,0,0,0,1,0
train,115_30_0.jpg,0,0,0,1,0
train,115_33_0.jpg,0,0,0,1,0
train,115_34_0.jpg,0,0,0,1,0
train,116_4_0.jpg,0,0,0,1,0
train,115_37_0.jpg,0,0,0,1,0
train,116_56_0.jpg,0,0,0,1,0
train,115_38_0.jpg,0,0,0,1,0
train,116_56_1.jpg,0,0,0,1,0
train,115_39_0.jpg,0,0,0,1,0
train,116_5_0.jpg,0,0,0,1,0
train,115_3_0.jpg,0,0,0,1,0
train,116_69_0.jpg,0,0,0,1,0
train,115_40_0.jpg,0,0,0,1,0
train,116_6_0.jpg,0,0,0,1,0
train,115_40_1.jpg,0,0,0,1,0
train,116_78_0.jpg,0,0,0,1,0
train,115_41_0.jpg,0,0,0,1,0
train,116_7_0.jpg,0,0,0,1,0
train,115_42_0.jpg,0,0,0,1,0
train,116_9_0.jpg,0,0,0,1,0
train,115_44_0.jpg,0,0,0,1,0
train,117_10_0.jpg,0,0,0,1,0
train,115_45_0.jpg,0,0,0,1,0
train,117_12_0.jpg,0,0,0,1,0
train,115_4_1.jpg,0,0,0,1,0
train,117_13_0.jpg,0,0,0,1,0
train,115_51_0.jpg,0,0,0,1,0
train,117_14_0.jpg,0,0,0,1,0
train,115_52_0.jpg,0,0,0,1,0
train,117_15_0.jpg,0,0,0,1,0
train,115_53_2.jpg,0,0,0,1,0
train,117_17_0.jpg,0,0,0,1,0
train,115_54_1.jpg,0,0,0,1,0
train,117_1_0.jpg,0,0,0,1,0
train,115_55_0.jpg,0,0,0,1,0
train,117_22_0.jpg,0,0,0,1,0
train,115_57_0.jpg,0,0,0,1,0
train,117_23_0.jpg,0,0,0,1,0
train,115_59_0.jpg,0,0,0,1,0
train,117_26_0.jpg,0,0,0,1,0
train,115_5_0.jpg,0,0,0,1,0
train,117_27_0.jpg,0,0,0,1,0
train,115_60_0.jpg,0,0,0,1,0
train,117_28_1.jpg,0,0,0,1,0
train,115_61_0.jpg,0,0,0,1,0
train,117_2_0.jpg,0,0,0,1,0
train,115_62_0.jpg,0,0,0,1,0
train,117_30_0.jpg,0,0,0,1,0
train,115_63_0.jpg,0,0,0,1,0
train,117_31_0.jpg,0,0,0,1,0
train,115_65_0.jpg,0,0,0,1,0
train,117_32_0.jpg,0,0,0,1,0
train,115_66_1.jpg,0,0,0,1,0
train,117_33_0.jpg,0,0,0,1,0
train,115_67_0.jpg,0,0,0,1,0
train,117_34_0.jpg,0,0,0,1,0
train,115_68_0.jpg,0,0,0,1,0
train,117_35_0.jpg,0,0,0,1,0
train,115_69_0.jpg,0,0,0,1,0
train,117_36_0.jpg,0,0,0,1,0
train,115_6_0.jpg,0,0,0,1,0
train,117_37_1.jpg,0,0,0,1,0
train,115_70_0.jpg,0,0,0,1,0
train,117_39_0.jpg,0,0,0,1,0
train,115_75_0.jpg,0,0,0,1,0
train,117_3_0.jpg,0,0,0,1,0
train,115_76_0.jpg,0,0,0,1,0
train,117_40_0.jpg,0,0,0,1,0
train,115_77_0.jpg,0,0,0,1,0
train,117_43_0.jpg,0,0,0,1,0
train,115_78_0.jpg,0,0,0,1,0
train,117_46_2.jpg,0,0,0,1,0
train,115_79_0.jpg,0,0,0,1,0
train,117_48_1.jpg,0,0,0,1,0
train,115_7_0.jpg,0,0,0,1,0
train,117_51_0.jpg,0,0,0,1,0
train,115_84_0.jpg,0,0,0,1,0
train,117_52_0.jpg,0,0,0,1,0
train,115_85_1.jpg,0,0,0,1,0
train,117_54_0.jpg,0,0,0,1,0
train,115_86_0.jpg,0,0,0,1,0
train,117_5_0.jpg,0,0,0,1,0
train,115_8_0.jpg,0,0,0,1,0
train,117_64_0.jpg,0,0,0,1,0
train,115_90_0.jpg,0,0,0,1,0
train,117_65_0.jpg,0,0,0,1,0
train,115_93_0.jpg,0,0,0,1,0
train,117_68_0.jpg,0,0,0,1,0
train,115_95_0.jpg,0,0,0,1,0
train,117_69_0.jpg,0,0,0,1,0
train,115_96_0.jpg,0,0,0,1,0
train,117_6_0.jpg,0,0,0,1,0
train,115_97_0.jpg,0,0,0,1,0
train,117_70_0.jpg,0,0,0,1,0
train,115_99_0.jpg,0,0,0,1,0
train,117_7_0.jpg,0,0,0,1,0
train,116_14_0.jpg,0,0,0,1,0
train,117_87_0.jpg,0,0,0,1,0
train,116_16_0.jpg,0,0,0,1,0
train,117_88_0.jpg,0,0,0,1,0
train,116_18_0.jpg,0,0,0,1,0
train,117_93_0.jpg,0,0,0,1,0
train,116_25_0.jpg,0,0,0,1,0
train,117_94_0.jpg,0,0,0,1,0
train,116_27_0.jpg,0,0,0,1,0
train,117_97_0.jpg,0,0,0,1,0
train,116_40_0.jpg,0,0,0,1,0
train,128_2_0.jpg,0,0,0,1,0
train,118_10_0.jpg,0,0,0,1,0
train,118_13_0.jpg,0,0,0,1,0
train,127_34_0.jpg,0,0,0,1,0
train,118_14_3.jpg,0,0,0,1,0
train,127_35_0.jpg,0,0,0,1,0
train,118_16_0.jpg,0,0,0,1,0
train,127_36_0.jpg,0,0,0,1,0
train,118_19_0.jpg,0,0,0,1,0
train,127_39_0.jpg,0,0,0,1,0
train,118_1_1.jpg,0,0,0,1,0
train,127_41_0.jpg,0,0,0,1,0
train,118_20_0.jpg,0,0,0,1,0
train,127_42_1.jpg,0,0,0,1,0
train,118_22_0.jpg,0,0,0,1,0
train,127_44_0.jpg,0,0,0,1,0
train,118_26_1.jpg,0,0,0,1,0
train,127_46_0.jpg,0,0,0,1,0
train,118_28_0.jpg,0,0,0,1,0
train,127_47_1.jpg,0,0,0,1,0
train,118_2_0.jpg,0,0,0,1,0
train,127_4_0.jpg,0,0,0,1,0
train,118_31_0.jpg,0,0,0,1,0
train,127_54_1.jpg,0,0,0,1,0
train,118_32_0.jpg,0,0,0,1,0
train,127_55_0.jpg,0,0,0,1,0
train,118_34_1.jpg,0,0,0,1,0
train,127_56_0.jpg,0,0,0,1,0
train,118_43_0.jpg,0,0,0,1,0
