Category,ID,Gender
train,664,0
train,668,0
train,672,1
train,673,0
train,678,0
train,679,1
train,681,0
train,682,0
train,683,0
train,684,1
train,685,1
train,686,1
train,687,1
train,688,0
train,689,1
train,693,0
train,698,0
train,702,1
train,705,0
train,707,0
train,712,1
train,713,1
train,715,1
train,717,1
train,719,1
train,720,0
train,725,1
train,727,0
train,738,0
train,744,1
train,746,1
train,751,1
train,752,0
train,754,0
train,759,0
train,760,1
train,766,0
train,767,0
train,768,0
train,769,0
train,776,0
train,780,0
train,781,1
train,782,1
train,788,0
train,790,1
train,791,0
train,794,1
train,796,0
train,803,1
train,804,1
train,805,1
train,807,0
train,808,1
train,813,0
train,815,0
train,816,0
train,817,1
train,818,0
train,819,1
train,820,1
train,822,0
train,824,0
train,826,0
train,827,0
train,829,1
train,830,1
train,831,1
train,832,0
train,836,1
train,837,1
train,838,0
train,839,0
train,840,1
train,845,0
train,846,0
train,848,0
train,851,0
train,853,0
train,854,0
train,855,1
train,856,0
train,862,1
train,864,0
train,866,1
train,869,1
train,877,1
train,880,1
train,881,1
train,882,1
train,883,1
train,886,0
train,888,1
train,890,0
train,891,0
train,893,0
train,894,0
train,895,0
train,897,0
train,898,1
train,899,1
train,901,1
train,907,1
train,909,1
train,914,0
train,915,1
train,918,1
train,919,1
train,920,0
train,921,1
train,927,1
train,929,0
train,930,0
train,931,0
train,933,1
train,934,1
train,935,0
train,936,0
train,939,0
train,940,1
train,942,0
train,943,1
train,951,1
train,952,1
train,956,1
train,957,1
train,958,1
train,959,0
train,961,1
train,963,0
train,965,1
train,970,0
train,972,1
train,974,0
train,975,1
train,979,1
train,981,0
train,982,0
train,984,0
train,985,1
train,987,1
train,988,1
train,989,1
train,990,1
train,991,1
train,993,1
train,994,0
train,995,1
train,996,0
train,997,0
train,998,1
train,1000,1
train,1001,1
train,1003,0
train,1004,1
train,1005,1
train,1006,1
train,1007,1
train,1008,1
train,1009,1
train,1013,1
train,1014,1
train,1019,1
train,1020,1
train,1021,1
train,1023,1
train,1024,1
train,1026,1
train,1027,1
train,1028,1
train,1030,1
train,1031,1
train,1032,1
train,1033,1
train,1034,1
train,1036,0
train,1038,1
train,1039,0
train,1042,1
train,1043,0
train,1045,1
train,1050,1
train,1051,1
train,1052,1
train,1053,1
train,1054,1
train,1055,1
train,1056,1
train,1057,1
train,1058,1
train,1059,0
train,1060,0
train,1062,1
train,1064,0
train,1065,0
train,1066,0
train,1068,1
train,1069,1
train,1070,1
train,1071,1
train,1072,1
train,1073,1
train,1074,1
train,1075,0
train,1076,0
train,1077,1
train,1078,1
train,1079,0
train,1081,1
train,1082,0
train,1083,0
train,1088,1
train,1090,1
train,1093,1
train,1095,0
train,1097,1
train,1098,1
train,1099,0
train,1100,1
train,1101,1
train,1102,1
train,1104,0
train,1105,1
train,1106,0
train,1107,1
train,1111,0
train,1112,1
train,1113,1
train,1115,1
train,1118,1
train,1126,1
train,1134,0
train,1136,0
train,1137,1
train,1140,1
train,1143,1
train,1145,0
train,1148,0
train,1149,1
train,1150,1
train,1164,1
train,1167,0
train,1169,1
train,1172,1
train,1174,1
train,1175,1
train,1176,0
train,1177,1
train,1178,1
train,1180,1
train,1181,1
train,1189,0
train,1190,1
train,1191,0
train,1192,0
train,1193,0
train,1194,1
train,1196,0
train,1197,1
train,1198,1
train,1199,0
train,1203,1
train,1204,1
train,1207,0
train,1208,0
train,1209,0
train,1210,0
train,1212,0
train,1213,0
train,1214,0
train,1215,1
train,1217,0
train,1218,0
train,1219,0
train,1220,1
train,1221,1
train,1222,0
train,1223,1
train,1224,1
train,1228,0
train,1229,0
train,1231,0
train,1233,1
train,1235,1
train,1237,1
train,1239,0
train,1244,0
train,1246,0
train,1247,1
train,1248,1
train,1249,1
train,1250,1
train,1251,0
train,1256,0
train,1258,0
train,1259,1
train,1260,1
train,1261,1
train,1262,1
train,1263,1
train,1264,0
train,1267,0
train,1268,1
train,1270,0
train,1271,1
train,1272,1
train,1274,0
train,1275,1
train,1276,0
train,1277,1
train,1278,1
train,1279,1
train,1280,1
train,1281,0
train,1282,1
train,1283,1
train,1287,1
train,1288,1
train,1289,1
train,1294,0
train,1296,1
train,1297,1
train,1298,0
train,1305,1
train,1308,1
train,1313,1
train,1314,0
train,1315,1
train,1318,0
train,1319,1
train,1323,1
train,1325,0
train,1327,1
train,1333,1
train,1335,1
train,1338,1
train,1339,1
train,1341,1
train,1342,0
train,1343,0
train,1346,1
train,1347,1
train,1348,1
train,1349,0
train,1353,1
train,1354,0
train,1355,0
train,1363,0
train,1365,1
train,1367,1
train,1368,0
train,1370,0
train,1374,0
train,1375,1
train,1376,0
train,1384,1
train,1385,1
train,1386,1
train,1387,1
train,1388,0
train,1389,1
train,1391,1
train,1393,0
train,1394,1
train,1395,0
train,1397,1
train,1401,0
train,1402,1
train,1403,1
train,1405,0
train,1406,0
train,1408,1
train,1411,1
train,1412,1
train,1413,1
train,1414,1
train,1415,1
train,1417,1
train,1418,0
train,1424,1
train,1426,1
train,1432,1
train,1434,1
train,1436,1
train,1437,1
train,1439,0
train,1441,0
train,1442,1
train,1443,1
train,1444,1
train,1445,1
train,1450,1
train,1453,0
train,1454,1
train,1458,1
train,1460,1
train,1462,1
train,1464,0
train,1467,0
train,1471,0
train,1472,1
train,1474,0
train,1475,1
train,1476,1
train,1477,0
train,1478,1
train,1479,1
train,1480,1
train,1481,1
train,1482,1
train,1485,1
train,1486,1
train,1488,1
train,1489,1
train,1490,1
train,1494,1
train,1498,1
train,1501,1
train,1502,1
train,1504,1
train,1505,1
train,1506,1
train,1509,1
train,1510,1
train,1515,1
train,1521,0
train,1522,1
train,1523,1
train,1527,0
train,1528,1
train,1529,1
train,1530,0
train,1533,0
train,1534,0
train,1535,0
train,1536,0
train,1540,1
train,1541,1
train,1542,1
train,1543,0
train,1544,0
train,1545,0
train,1546,1
train,1547,0
train,1549,1
train,1551,1
train,1552,1
train,1553,0
train,1554,0
train,1555,1
train,1556,0
train,1557,1
train,1560,1
train,1564,1
train,1566,1
train,1567,0
train,1569,1
train,1575,1
train,1577,1
train,1579,0
train,1581,1
train,1582,1
train,1584,1
train,1587,1
train,1588,0
train,1589,1
train,1590,0
train,1596,1
train,1598,1
train,1599,0
train,1604,0
train,1606,1
train,1607,1
train,1608,1
train,1609,1
train,1610,1
train,1611,1
train,1613,0
train,1617,0
train,1620,1
train,1622,1
train,1625,0
train,1627,0
train,1629,1
train,1632,1
train,1633,1
train,1635,1
train,1636,1
train,1637,1
train,1640,1
train,1641,1
train,1642,1
train,1645,0
train,1646,1
train,1647,0
train,1652,0
train,1653,1
train,1654,1
train,1658,1
train,1659,0
train,1660,1
train,1661,1
train,1662,1
train,1663,1
train,1664,1
train,1665,1
train,1666,0
train,1667,1
train,1670,1
train,1671,1
train,1673,1
train,1674,0
train,1675,1
train,1676,0
train,1677,1
train,1678,0
train,1679,0
train,1681,0
train,1682,1
train,1684,0
train,1685,1
train,1686,0
train,1687,0
train,1689,1
train,1691,0
train,1692,0
train,1694,1
train,1695,1
train,1697,0
train,1698,1
train,1700,0
train,1701,1
train,1707,0
train,1712,1
train,1713,0
train,1714,0
train,1715,1
train,1716,1
train,1717,0
train,1721,1
train,1723,0
train,1725,1
train,1726,1
train,1727,1
train,1728,1
train,1730,1
train,1732,0
train,1733,1
train,1734,0
train,1737,0
train,1740,1
train,1741,1
train,1742,0
train,1748,1
train,1751,1
train,1753,1
train,1758,0
train,1760,0
train,1763,0
train,1764,1
train,1766,0
train,1767,1
train,1768,1
train,1769,0
train,1771,0
train,1774,0
train,1775,0
train,1778,0
train,1781,1
train,1786,0
train,1787,1
train,1789,1
train,1794,1
train,1795,1
train,1796,0
train,1800,1
train,1804,0
train,1807,1
train,1808,1
train,1809,0
train,1811,1
train,1812,0
train,1815,1
train,1818,0
train,1819,0
train,1821,1
train,1823,0
train,1826,1
train,1827,1
train,1829,0
train,1832,1
train,1834,0
train,1836,0
train,1839,1
train,1840,1
train,1841,1
train,1842,0
train,1845,0
train,1846,1
train,1849,1
train,1850,1
train,1851,1
train,1852,1
train,1853,0
train,1856,0
train,1857,1
train,1859,0
train,1860,1
train,1861,1
train,1862,1
train,1863,1
train,1864,1
train,1865,0
train,1866,0
train,1867,1
train,1874,1
train,1875,1
train,1876,1
train,1879,1
train,1880,0
train,1882,1
train,1884,1
train,1887,0
train,1889,1
train,1897,1
train,1899,1
train,1900,1
train,1903,1
train,1906,0
train,1907,0
train,1908,1
train,1911,1
train,1914,1
train,1917,1
train,1918,0
train,1920,0
train,1923,1
train,1924,1
train,1925,0
train,1926,0
train,1927,0
train,1928,1
train,1929,1
train,1930,1
train,1931,1
train,1933,1
train,1936,1
train,1937,1
train,1938,1
train,1942,1
train,1950,0
train,1958,1
train,1960,0
train,1962,1
train,1963,0
train,1964,0
train,1974,1
train,1976,1
train,1977,1
train,1979,0
train,1983,0
train,1985,1
train,1986,1
train,1987,1
train,1988,1
train,1993,0
train,1994,0
train,1995,1
train,1996,0
train,2000,1
train,2001,0
train,2002,0
train,2003,0
train,2004,1
train,2005,0
train,2006,0
train,2007,0
train,2010,1
train,2011,1
train,2012,0
train,2013,0
train,2014,0
train,2017,1
train,2024,0
train,2028,1
train,2029,1
train,2030,1
train,2033,0
train,2034,1
train,2035,1
train,2038,1
train,2039,1
train,2041,1
train,2042,1
train,2043,1
train,2046,1
train,2047,0
train,2049,1
train,2050,0
train,2051,0
train,2052,1
train,2055,0
train,2056,0
train,2057,0
train,2059,1
train,2062,1
train,2064,1
train,2069,1
train,2073,1
train,2075,0
train,2081,0
train,2082,0
train,2084,0
train,2087,1
train,2090,0
train,2092,0
train,2097,0
train,2098,1
train,2100,1
train,2101,0
train,2103,1
train,2104,0
train,2105,0
train,2107,1
train,2108,0
train,2109,1
train,2113,0
train,2114,1
train,2115,1
train,2116,1
train,2117,0
train,2120,0
train,2121,0
train,2122,0
train,2124,1
train,2125,0
train,2126,1
train,2127,1
train,2132,1
train,2134,0
train,2137,1
train,2139,1
train,2140,1
train,2143,1
train,2144,0
train,2145,0
train,2146,0
train,2147,0
train,2148,0
train,2150,1
train,2153,1
train,2154,0
train,2160,1
train,2161,1
train,2162,1
train,2163,1
train,2164,0
train,2165,1
train,2166,0
train,2167,1
train,2168,1
train,2170,0
train,2175,1
train,2178,1
train,2180,1
train,2181,0
train,2184,0
train,2185,0
train,2188,0
train,2189,1
train,2191,1
train,2197,1
train,2200,0
train,2207,1
train,2208,0
train,2209,1
train,2211,1
train,2212,0
train,2213,0
train,2215,1
train,2216,1
train,2218,1
train,2219,1
train,2220,1
train,2221,1
train,2222,1
train,2223,0
train,2224,0
train,2227,1
train,2228,1
train,2233,1
train,2234,1
train,2237,0
train,2238,0
train,2239,1
train,2240,0
train,2241,0
train,2243,0
train,2244,0
train,2245,0
train,2248,1
train,2251,1
train,2258,0
train,2261,0
train,2265,0
train,2267,1
train,2268,0
train,2269,1
train,2273,0
train,2275,1
train,2277,0
train,2281,1
train,2282,1
train,2284,1
train,2286,0
train,2289,1
train,2290,0
train,2291,1
train,2292,1
train,2295,1
train,2296,0
train,2298,1
train,2299,0
train,2300,1
train,2301,1
train,2304,1
train,2305,1
train,2306,1
train,2307,1
train,2308,1
train,2309,0
train,2310,1
train,2311,1
train,2312,1
train,2313,0
train,2317,0
train,2321,1
train,2322,1
train,2323,1
train,2326,1
train,2329,0
train,2330,0
train,2331,0
train,2333,0
train,2334,0
train,2342,0
train,2343,1
train,2347,0
train,2348,0
train,2349,1
train,2352,0
train,2355,0
train,2357,1
train,2358,0
train,2359,1
train,2360,0
train,2361,0
train,2362,0
train,2363,0
train,2364,1
train,2365,0
train,2366,0
train,2367,0
train,2368,1
train,2369,0
train,2370,1
train,2372,1
train,2373,1
train,2374,0
train,2376,1
train,2386,0
train,2388,1
train,2392,1
train,2393,1
train,2394,1
train,2398,0
train,2401,1
train,2403,0
train,2404,0
train,2405,0
train,2407,1
train,2409,1
train,2410,1
train,2418,1
train,2420,0
train,2423,1
train,2424,1
train,2428,1
train,2429,1
train,2430,1
train,2431,1
train,2432,1
train,2434,1
train,2435,1
train,2436,1
train,2437,1
train,2438,1
train,2439,1
train,2440,1
train,2441,1
train,2443,1
train,2444,1
train,2446,1
train,2447,1
train,2450,1
train,2456,1
train,2457,1
train,2458,1
train,2461,1
train,2462,0
train,2463,1
train,2464,1
train,2467,1
train,2468,0
train,2469,0
train,2470,0
train,2471,1
train,2474,1
train,2475,1
train,2485,0
train,2486,1
train,2487,1
train,2491,1
train,2495,0
train,2503,0
train,2505,0
train,2508,1
train,2511,0
train,2515,1
train,2517,1
train,2524,0
train,2527,1
train,2532,0
train,2533,0
train,2535,0
train,2538,1
train,2539,1
train,2540,0
train,2541,1
train,2544,1
train,2545,0
train,2550,1
train,2554,1
train,2558,0
train,2559,1
train,2561,1
train,2562,1
train,2563,1
train,2564,1
train,2566,1
train,2568,1
train,2569,0
train,2572,0
train,2573,1
train,2574,1
train,2575,0
train,2576,1
train,2582,0
train,2586,1
train,2587,1
train,2588,1
train,2590,0
train,2591,0
train,2592,1
train,2593,0
train,2598,1
train,2599,0
train,2609,1
train,2611,1
train,2612,1
train,2614,1
train,2616,1
train,2617,1
train,2618,0
train,2622,1
train,2625,1
train,2628,1
train,2631,1
train,2633,1
train,2635,0
train,2636,1
train,2637,1
train,2638,1
train,2640,0
train,2642,0
train,2643,0
train,2644,1
train,2645,1
train,2646,1
train,2647,1
train,2649,1
train,2651,0
train,2652,1
train,2653,1
train,2654,1
train,2655,1
train,2658,1
train,2659,1
train,2660,1
train,2661,1
train,2662,1
train,2663,1
train,2665,0
train,2669,0
train,2671,0
train,2672,1
train,2673,1
train,2674,1
train,2675,1
train,2676,0
train,2677,1
train,2678,1
train,2679,1
train,2680,0
train,2683,1
train,2684,1
train,2685,0
train,2686,1
train,2689,1
train,2690,1
train,2691,1
train,2693,0
train,2694,1
train,2700,1
train,2701,1
train,2702,0
train,2703,0
train,2705,1
train,2707,0
train,2708,1
train,2709,1
train,2712,0
train,2714,0
train,2716,0
train,2717,1
train,2721,0
train,2722,1
train,2723,0
train,2724,0
train,2725,1
train,2732,1
train,2733,0
train,2734,1
train,2735,1
train,2741,0
train,2743,0
train,2744,1
train,2746,1
train,2747,0
train,2750,1
train,2751,0
train,2753,1
train,2757,1
train,2758,1
train,2759,0
train,2760,1
train,2762,1
train,2765,1
train,2767,1
train,2770,1
train,2771,1
train,2774,0
train,2776,0
train,2778,1
train,2780,1
train,2781,0
train,2782,1
train,2783,1
train,2786,0
train,2787,0
train,2789,0
train,2790,1
train,2794,1
train,2796,1
train,2797,1
train,2801,1
train,2802,1
train,2805,1
train,2806,0
train,2809,1
train,2810,0
train,2811,1
train,2813,1
train,2815,1
train,2816,1
train,2817,1
train,2818,0
train,2819,1
train,2821,0
train,2822,1
train,2827,1
train,2829,1
train,2830,1
train,2836,0
train,2840,0
train,2842,1
train,2843,1
train,2844,0
train,2845,1
train,2848,0
train,2849,1
train,2851,1
train,2852,1
train,2853,1
train,2854,1
train,2856,0
train,2858,1
train,2860,0
train,2862,1
train,2868,1
train,2869,1
train,2871,1
train,2875,1
train,2876,0
train,2877,1
train,2878,1
train,2880,0
train,2885,1
train,2890,1
train,2891,1
train,2894,1
train,2897,0
train,2900,1
train,2903,0
train,2904,1
train,2905,1
train,2906,1
train,2907,0
train,2909,0
train,2910,0
train,2911,0
train,2912,0
train,2913,1
train,2915,1
train,2919,0
train,2920,1
train,2923,1
train,2924,1
train,2925,1
train,2926,1
train,2927,1
train,2928,0
train,2929,1
train,2931,1
train,2932,1
train,2933,1
train,2939,1
train,2945,1
train,2946,1
train,2947,1
train,2956,1
train,2957,0
train,2958,0
train,2960,1
train,2961,0
train,2968,1
train,2974,0
train,2976,1
train,2977,1
train,2978,1
train,2979,1
train,2980,1
train,2981,1
train,2982,1
train,2983,0
train,2984,1
train,2985,1
train,2986,0
train,2987,1
train,2989,0
train,2992,1
train,2993,1
train,2994,1
train,2996,1
train,2997,1
train,2999,1
train,3000,1
train,3001,1
train,3002,0
train,3006,1
train,3007,1
train,3009,1
train,3010,0
train,3011,1
train,3013,1
train,3014,1
train,3018,1
train,3019,0
train,3023,1
train,3029,0
train,3032,1
train,3033,1
train,3034,1
train,3035,1
train,3036,1
train,3037,1
train,3038,1
train,3039,0
train,3040,1
train,3041,1
train,3042,1
train,3045,1
train,3046,1
train,3047,0
train,3048,1
train,3049,0
train,3050,1
train,3052,1
train,3054,1
train,3058,0
train,3062,1
train,3072,1
train,3073,0
train,3074,0
train,3075,0
train,3078,0
train,3085,0
train,3086,1
train,3088,0
train,3095,1
train,3097,1
train,3101,1
train,3105,1
train,3106,1
train,3107,1
train,3116,1
train,3117,0
train,3121,0
train,3122,1
train,3123,1
train,3128,0
train,3131,1
train,3135,1
train,3136,0
train,3137,0
train,3138,1
train,3142,1
train,3145,0
train,3146,0
train,3147,1
train,3148,0
train,3149,0
train,3150,0
train,3151,0
train,3152,1
train,3157,1
train,3158,0
train,3159,1
train,3160,1
train,3162,1
train,3164,1
train,3165,1
train,3166,1
train,3168,0
train,3170,0
train,3171,1
train,3173,0
train,3177,0
train,3178,1
train,3179,1
train,3180,1
train,3182,1
train,3184,1
train,3185,1
train,3190,1
train,3191,1
train,3194,1
train,3195,1
train,3197,1
train,3200,0
train,3202,1
train,3203,1
train,3207,0
train,3209,1
train,3212,0
train,3216,1
train,3217,1
train,3219,1
train,3222,0
train,3223,1
train,3224,0
train,3225,0
train,3227,0
train,3228,1
train,3229,0
train,3232,1
train,3233,1
train,3235,1
train,3236,1
train,3242,0
train,3247,1
train,3249,1
train,3253,1
train,3254,1
train,3255,1
train,3256,0
train,3257,1
train,3258,1
train,3260,1
train,3262,0
train,3264,1
train,3267,1
train,3269,1
train,3274,0
train,3281,1
train,3282,1
train,3283,1
train,3284,0
train,3286,1
train,3288,0
train,3291,0
train,3292,0
train,3298,1
train,3301,0
train,3303,0
train,3304,1
train,3315,1
train,3318,1
train,3320,1
train,3323,1
train,3324,0
train,3328,1
train,3337,1
train,3347,1
train,3349,1
train,3353,0
train,3357,1
train,3360,1
train,3362,1
train,3363,0
train,3364,1
train,3367,1
train,3369,1
train,3371,0
train,3373,0
train,3379,0
train,3380,0
train,3381,0
train,3384,0
train,3386,1
train,3389,0
train,3391,1
train,3393,0
train,3395,1
train,3396,1
train,3397,0
train,3398,0
train,3399,0
train,3401,1
train,3402,1
train,3403,1
train,3404,1
train,3405,1
train,3406,1
train,3407,0
train,3412,0
train,3418,1
train,3419,0
train,3420,1
train,3421,1
train,3422,1
train,3425,0
train,3426,0
train,3427,1
train,3429,0
train,3430,0
train,3433,1
train,3439,1
train,3440,0
train,3443,0
train,3444,1
train,3446,1
train,3450,1
train,3452,1
train,3456,0
train,3457,0
train,3458,1
train,3460,1
train,3462,1
train,3463,1
train,3466,1
train,3471,1
train,3474,0
train,3475,1
train,3480,1
train,3492,0
train,3494,1
train,3496,1
train,3498,1
train,3499,1
train,3500,0
train,3506,0
train,3507,1
train,3508,1
train,3515,0
train,3516,1
train,3517,1
train,3518,1
train,3519,1
train,3523,0
train,3524,1
train,3525,1
train,3526,1
train,3527,1
train,3528,1
train,3530,0
train,3531,1
train,3532,1
train,3533,0
train,3534,0
train,3535,1
train,3538,1
train,3544,1
train,3549,0
train,3550,0
train,3553,1
train,3556,1
train,3557,0
train,3558,1
train,3563,1
train,3566,1
train,3569,1
train,3570,1
train,3573,1
train,3574,1
train,3575,1
train,3576,0
train,3578,1
train,3579,1
train,3581,1
train,3584,0
train,3585,1
train,3586,0
train,3587,1
train,3589,0
train,3590,0
train,3592,1
train,3593,0
train,3595,0
train,3596,1
train,3599,1
train,3604,1
train,3605,0
train,3609,0
train,3610,0
train,3614,0
train,3615,0
train,3616,1
train,3624,1
train,3625,1
train,3626,1
train,3627,1
train,3629,0
train,3630,1
train,3631,1
train,3633,1
train,3634,0
train,3640,0
train,3644,0
train,3645,0
train,3648,0
train,3650,1
train,3652,1
train,3653,1
train,3654,1
train,3655,1
train,3656,0
train,3657,1
train,3658,1
train,3659,0
train,3660,1
train,3662,1
train,3668,0
train,3669,1
train,3670,1
train,3671,1
train,3674,1
train,3675,1
train,3676,1
train,3677,1
train,3678,0
train,3680,0
train,3686,0
train,3687,1
train,3688,1
train,3690,1
train,3694,0
train,3695,1
train,3699,0
train,3703,0
train,3704,1
train,3706,1
train,3711,1
train,3712,0
train,3714,1
train,3716,1
train,3717,0
train,3735,1
train,3737,1
train,3741,1
train,3742,1
train,3744,1
train,3748,1
train,3752,1
train,3755,0
train,3757,1
train,3761,1
train,3764,1
train,3765,1
train,3766,0
train,3767,1
train,3768,1
train,3778,1
train,3779,1
train,3781,1
train,3782,0
train,3783,1
train,3784,0
train,3785,1
train,3787,1
train,3789,0
train,3790,1
train,3791,1
train,3793,0
train,3795,1
train,3796,0
train,3797,0
train,3798,0
train,3800,1
train,3801,1
train,3802,0
train,3803,1
train,3805,0
train,3806,1
train,3807,1
train,3809,1
train,3810,1
train,3811,1
train,3813,1
train,3816,1
train,3820,0
train,3821,1
train,3822,0
train,3824,0
train,3825,0
train,3827,0
train,3828,0
train,3829,1
train,3830,1
train,3831,1
train,3834,1
train,3837,1
train,3838,0
train,3839,0
train,3846,0
train,3847,0
train,3851,1
train,3853,0
train,3857,1
train,3858,1
train,3859,1
train,3862,1
train,3863,0
train,3864,1
train,3865,1
train,3866,1
train,3867,1
train,3868,1
train,3869,1
train,3870,1
train,3873,1
train,3875,0
train,3876,0
train,3877,0
train,3878,1
train,3880,1
train,3882,0
train,3883,0
train,3884,1
train,3885,0
train,3886,1
train,3887,0
train,3889,0
train,3891,1
train,3893,0
train,3894,0
train,3895,1
train,3896,1
train,3897,0
train,3898,1
train,3899,1
train,3900,0
train,3901,1
train,3902,1
train,3904,1
train,3905,0
train,3906,1
train,3907,0
train,3908,1
train,3910,1
train,3914,0
train,3915,1
train,3916,1
train,3917,1
train,3921,1
train,3922,1
train,3923,1
train,3927,1
train,3932,1
train,3934,0
train,3936,1
train,3937,1
train,3938,1
train,3939,0
train,3942,1
train,3944,1
train,3946,1
train,3947,1
train,3952,1
train,3955,1
train,3958,1
train,3959,1
train,3962,0
train,3963,1
train,3966,1
train,3968,0
train,3969,1
train,3972,0
train,3974,1
train,3975,1
train,3977,1
train,3979,1
train,3980,1
train,3981,1
train,3983,1
train,3984,0
train,3985,1
train,3990,1
train,3991,0
train,3993,0
train,3994,1
train,3995,0
train,3996,0
train,3997,0
train,3998,1
train,3999,0
train,4000,1
train,4001,1
train,4004,1
train,4007,0
train,4009,0
train,4010,0
train,4011,0
train,4012,1
train,4013,0
train,4016,1
train,4017,1
train,4019,1
train,4020,0
train,4023,0
train,4024,1
train,4025,1
train,4027,0
train,4028,1
train,4030,1
train,4032,1
train,4033,1
train,4034,0
train,4037,1
train,4038,1
train,4039,0
train,4041,0
train,4043,0
train,4045,1
train,4047,0
train,4051,1
train,4053,1
train,4054,1
train,4055,1
train,4056,1
train,4058,0
train,4064,1
train,4065,1
train,4066,1
train,4068,0
train,4071,1
train,4082,0
train,4083,1
train,4086,1
train,4087,1
train,4090,0
train,4094,1
train,4101,0
train,4102,0
train,4103,0
train,4106,0
train,4110,1
train,4111,1
train,4112,0
train,4114,1
train,4115,0
train,4117,0
train,4118,1
train,4120,1
train,4123,0
train,4127,0
train,4128,1
train,4130,1
train,4131,0
train,4133,0
train,4134,1
train,4135,1
train,4136,1
train,4137,1
train,4138,1
train,4139,0
train,4140,0
train,4142,0
train,4143,1
train,4144,1
train,4145,1
train,4146,1
train,4147,0
train,4149,1
train,4151,1
train,4152,1
train,4153,1
train,4156,1
train,4157,1
train,4159,1
train,4162,1
train,4163,0
train,4167,0
train,4170,0
train,4171,1
train,4178,0
train,4180,1
train,4182,1
train,4190,1
train,4194,1
train,4197,1
train,4199,1
train,4200,1
train,4201,1
train,4202,1
train,4207,1
train,4208,0
train,4209,1
train,4210,0
train,4212,1
train,4215,1
train,4218,1
train,4224,0
train,4225,1
train,4226,0
train,4227,1
train,4228,1
train,4229,0
train,4235,1
train,4237,0
train,4242,1
train,4245,1
train,4251,1
train,4252,1
train,4253,1
train,4255,1
train,4258,1
train,4263,1
train,4264,1
train,4265,1
train,4270,1
