Category,Image,<32,32-64,64-128,128-256,>256
train,095/A_cropped_rgb616.jpg,0,0,0,1,0
train,095/A_cropped_rgb019.jpg,0,0,1,0,0
train,095/B_cropped_rgb007.jpg,0,0,1,0,0
train,095/A_cropped_rgb022.jpg,0,0,1,0,0
train,095/B_cropped_rgb013.jpg,0,0,1,0,0
train,095/A_cropped_rgb043.jpg,0,0,1,0,0
train,095/B_cropped_rgb019.jpg,0,0,1,0,0
train,095/A_cropped_rgb049.jpg,0,0,1,0,0
train,095/B_cropped_rgb022.jpg,0,0,1,0,0
train,095/A_cropped_rgb052.jpg,0,0,1,0,0
train,095/B_cropped_rgb025.jpg,0,0,1,0,0
train,095/A_cropped_rgb058.jpg,0,0,1,0,0
train,095/B_cropped_rgb031.jpg,0,0,1,0,0
train,095/A_cropped_rgb064.jpg,0,0,0,1,0
train,095/B_cropped_rgb037.jpg,0,0,0,1,0
train,095/A_cropped_rgb076.jpg,0,0,0,1,0
train,095/B_cropped_rgb040.jpg,0,0,1,0,0
train,095/A_cropped_rgb079.jpg,0,0,0,1,0
train,095/B_cropped_rgb043.jpg,0,0,1,0,0
train,095/A_cropped_rgb091.jpg,0,0,0,1,0
train,095/B_cropped_rgb049.jpg,0,0,1,0,0
train,095/A_cropped_rgb122.jpg,0,0,0,1,0
train,095/B_cropped_rgb052.jpg,0,0,0,1,0
train,095/A_cropped_rgb202.jpg,0,0,1,0,0
train,095/B_cropped_rgb055.jpg,0,0,1,0,0
train,095/A_cropped_rgb205.jpg,0,0,1,0,0
train,095/B_cropped_rgb058.jpg,0,0,1,0,0
train,095/A_cropped_rgb208.jpg,0,0,1,0,0
train,095/B_cropped_rgb061.jpg,0,0,0,1,0
train,095/A_cropped_rgb211.jpg,0,0,1,0,0
train,095/B_cropped_rgb067.jpg,0,0,1,0,0
train,095/A_cropped_rgb214.jpg,0,0,0,1,0
train,095/B_cropped_rgb076.jpg,0,0,0,1,0
train,095/A_cropped_rgb217.jpg,0,0,0,1,0
train,095/B_cropped_rgb082.jpg,0,0,0,1,0
train,095/A_cropped_rgb220.jpg,0,0,0,1,0
train,095/B_cropped_rgb085.jpg,0,0,1,0,0
train,095/A_cropped_rgb223.jpg,0,0,0,1,0
train,095/B_cropped_rgb088.jpg,0,0,1,0,0
train,095/A_cropped_rgb226.jpg,0,0,0,1,0
train,095/B_cropped_rgb091.jpg,0,0,0,1,0
train,095/A_cropped_rgb229.jpg,0,0,0,1,0
train,095/B_cropped_rgb094.jpg,0,0,0,1,0
train,095/A_cropped_rgb232.jpg,0,0,1,0,0
train,095/B_cropped_rgb097.jpg,0,0,0,1,0
train,095/A_cropped_rgb269.jpg,0,0,1,0,0
train,095/B_cropped_rgb100.jpg,0,0,0,1,0
train,095/A_cropped_rgb403.jpg,0,0,1,0,0
train,095/B_cropped_rgb106.jpg,0,0,0,1,0
train,095/A_cropped_rgb406.jpg,0,0,0,1,0
train,095/B_cropped_rgb109.jpg,0,0,0,1,0
train,095/A_cropped_rgb409.jpg,0,0,0,1,0
train,095/B_cropped_rgb112.jpg,0,0,0,1,0
train,095/A_cropped_rgb418.jpg,0,0,0,1,0
train,095/B_cropped_rgb115.jpg,0,0,0,1,0
train,095/A_cropped_rgb421.jpg,0,0,0,1,0
train,095/B_cropped_rgb118.jpg,0,0,0,1,0
train,095/A_cropped_rgb424.jpg,0,0,0,1,0
train,095/B_cropped_rgb121.jpg,0,0,0,1,0
train,095/A_cropped_rgb427.jpg,0,0,0,1,0
train,095/B_cropped_rgb124.jpg,0,0,0,1,0
train,095/A_cropped_rgb430.jpg,0,0,0,1,0
train,095/B_cropped_rgb127.jpg,0,0,0,1,0
train,095/A_cropped_rgb433.jpg,0,0,0,1,0
train,095/B_cropped_rgb139.jpg,0,0,0,1,0
train,095/A_cropped_rgb451.jpg,0,0,0,1,0
train,095/B_cropped_rgb146.jpg,0,0,0,1,0
train,095/A_cropped_rgb459.jpg,0,0,0,1,0
train,095/B_cropped_rgb284.jpg,0,1,0,0,0
train,095/A_cropped_rgb464.jpg,0,0,0,1,0
train,095/B_cropped_rgb289.jpg,0,0,1,0,0
train,095/A_cropped_rgb466.jpg,0,0,0,1,0
train,095/B_cropped_rgb303.jpg,0,0,1,0,0
train,095/A_cropped_rgb471.jpg,0,0,0,1,0
train,095/B_cropped_rgb322.jpg,0,0,0,1,0
train,095/A_cropped_rgb472.jpg,0,0,0,1,0
train,095/B_cropped_rgb325.jpg,0,0,0,1,0
train,095/A_cropped_rgb565.jpg,0,0,1,0,0
train,095/B_cropped_rgb326.jpg,0,0,0,1,0
train,095/A_cropped_rgb568.jpg,0,0,1,0,0
train,095/B_cropped_rgb331.jpg,0,0,1,0,0
train,095/A_cropped_rgb571.jpg,0,0,1,0,0
train,095/B_cropped_rgb334.jpg,0,0,1,0,0
train,095/A_cropped_rgb577.jpg,0,0,1,0,0
train,095/B_cropped_rgb340.jpg,0,0,0,1,0
train,095/A_cropped_rgb580.jpg,0,0,1,0,0
train,095/B_cropped_rgb343.jpg,0,0,0,1,0
train,095/A_cropped_rgb583.jpg,0,0,1,0,0
train,095/A_cropped_rgb619.jpg,0,0,0,1,0
train,095/B_cropped_rgb346.jpg,0,0,1,0,0
train,095/A_cropped_rgb622.jpg,0,0,0,1,0
train,095/B_cropped_rgb349.jpg,0,0,1,0,0
train,095/A_cropped_rgb631.jpg,0,0,0,1,0
train,095/B_cropped_rgb352.jpg,0,0,0,1,0
train,095/A_cropped_rgb645.jpg,0,0,1,0,0
train,095/B_cropped_rgb355.jpg,0,0,0,1,0
train,095/B_cropped_rgb001.jpg,0,0,1,0,0
train,095/B_cropped_rgb358.jpg,0,0,0,1,0
train,095/B_cropped_rgb004.jpg,0,0,1,0,0
train,095/B_cropped_rgb364.jpg,0,0,0,1,0
train,095/B_cropped_rgb370.jpg,0,0,0,1,0
train,095/B_cropped_rgb373.jpg,0,0,0,1,0
train,095/B_cropped_rgb376.jpg,0,0,0,1,0
train,095/B_cropped_rgb382.jpg,0,0,0,1,0
train,095/B_cropped_rgb397.jpg,0,0,0,1,0
train,095/B_cropped_rgb407.jpg,0,0,0,0,1
train,095/B_cropped_rgb411.jpg,0,0,0,0,1
train,095/B_cropped_rgb422.jpg,0,0,0,0,1
train,095/B_cropped_rgb455.jpg,0,0,0,0,1
train,095/C_cropped_rgb001.jpg,0,0,1,0,0
train,095/C_cropped_rgb007.jpg,0,0,1,0,0
train,095/C_cropped_rgb010.jpg,0,0,1,0,0
train,095/C_cropped_rgb013.jpg,0,0,1,0,0
train,095/C_cropped_rgb019.jpg,0,0,1,0,0
train,095/C_cropped_rgb022.jpg,0,0,1,0,0
train,095/C_cropped_rgb031.jpg,0,0,1,0,0
train,095/C_cropped_rgb037.jpg,0,0,1,0,0
train,095/C_cropped_rgb040.jpg,0,0,1,0,0
train,095/C_cropped_rgb043.jpg,0,0,1,0,0
train,095/C_cropped_rgb046.jpg,0,0,1,0,0
train,095/C_cropped_rgb049.jpg,0,0,1,0,0
train,095/C_cropped_rgb052.jpg,0,0,1,0,0
train,095/C_cropped_rgb055.jpg,0,0,1,0,0
train,095/C_cropped_rgb061.jpg,0,0,1,0,0
train,095/C_cropped_rgb064.jpg,0,0,1,0,0
train,095/C_cropped_rgb067.jpg,0,0,1,0,0
train,095/C_cropped_rgb070.jpg,0,0,1,0,0
train,095/C_cropped_rgb073.jpg,0,0,1,0,0
train,095/C_cropped_rgb076.jpg,0,0,1,0,0
train,095/C_cropped_rgb078.jpg,0,0,1,0,0
train,095/C_cropped_rgb079.jpg,0,0,1,0,0
train,095/C_cropped_rgb082.jpg,0,0,1,0,0
train,095/C_cropped_rgb091.jpg,0,0,0,1,0
train,095/C_cropped_rgb121.jpg,0,0,0,1,0
train,095/C_cropped_rgb152.jpg,0,0,1,0,0
train,095/C_cropped_rgb229.jpg,0,0,1,0,0
train,095/C_cropped_rgb235.jpg,0,0,1,0,0
train,095/C_cropped_rgb238.jpg,0,0,1,0,0
train,095/C_cropped_rgb247.jpg,0,0,0,1,0
train,095/C_cropped_rgb352.jpg,0,0,1,0,0
train,095/C_cropped_rgb427.jpg,0,0,1,0,0
train,095/C_cropped_rgb430.jpg,0,0,0,1,0
train,095/C_cropped_rgb433.jpg,0,0,0,1,0
train,095/C_cropped_rgb436.jpg,0,0,1,0,0
train,095/C_cropped_rgb439.jpg,0,0,1,0,0
train,095/C_cropped_rgb442.jpg,0,0,0,1,0
train,095/C_cropped_rgb445.jpg,0,0,0,1,0
train,095/C_cropped_rgb448.jpg,0,0,0,1,0
train,095/C_cropped_rgb454.jpg,0,0,0,1,0
train,095/C_cropped_rgb457.jpg,0,0,0,1,0
train,095/C_cropped_rgb565.jpg,0,0,1,0,0
train,095/C_cropped_rgb599.jpg,0,0,1,0,0
train,098/B_cropped_rgb138.jpg,0,0,0,1,0
train,098/A_cropped_rgb007.jpg,0,0,1,0,0
train,098/B_cropped_rgb145.jpg,0,0,1,0,0
train,098/A_cropped_rgb013.jpg,0,0,1,0,0
train,098/B_cropped_rgb142.jpg,0,0,0,1,0
train,098/A_cropped_rgb016.jpg,0,0,1,0,0
train,098/B_cropped_rgb148.jpg,0,0,1,0,0
train,098/A_cropped_rgb022.jpg,0,0,1,0,0
train,098/B_cropped_rgb157.jpg,0,0,0,1,0
train,098/A_cropped_rgb025.jpg,0,0,1,0,0
train,098/B_cropped_rgb160.jpg,0,0,1,0,0
train,098/A_cropped_rgb028.jpg,0,0,1,0,0
train,098/B_cropped_rgb187.jpg,0,0,0,1,0
train,098/A_cropped_rgb031.jpg,0,0,1,0,0
train,098/B_cropped_rgb192.jpg,0,0,0,1,0
train,098/A_cropped_rgb034.jpg,0,0,1,0,0
train,098/B_cropped_rgb267.jpg,0,0,1,0,0
train,098/A_cropped_rgb037.jpg,0,0,1,0,0
train,098/B_cropped_rgb298.jpg,0,0,1,0,0
train,098/A_cropped_rgb043.jpg,0,0,1,0,0
train,098/B_cropped_rgb301.jpg,0,0,1,0,0
train,098/A_cropped_rgb046.jpg,0,0,1,0,0
train,098/B_cropped_rgb304.jpg,0,0,1,0,0
train,098/A_cropped_rgb052.jpg,0,0,1,0,0
train,098/B_cropped_rgb307.jpg,0,0,1,0,0
train,098/A_cropped_rgb058.jpg,0,0,1,0,0
train,098/B_cropped_rgb310.jpg,0,0,1,0,0
train,098/A_cropped_rgb061.jpg,0,0,1,0,0
train,098/B_cropped_rgb319.jpg,0,0,1,0,0
train,098/A_cropped_rgb067.jpg,0,0,1,0,0
train,098/B_cropped_rgb322.jpg,0,0,1,0,0
train,098/A_cropped_rgb070.jpg,0,0,1,0,0
train,098/B_cropped_rgb325.jpg,0,0,1,0,0
train,098/A_cropped_rgb094.jpg,0,0,1,0,0
train,098/B_cropped_rgb331.jpg,0,0,0,1,0
train,098/A_cropped_rgb107.jpg,0,0,1,0,0
train,098/B_cropped_rgb334.jpg,0,0,0,1,0
train,098/A_cropped_rgb108.jpg,0,0,1,0,0
train,098/B_cropped_rgb340.jpg,0,0,0,1,0
train,098/A_cropped_rgb115.jpg,0,0,1,0,0
train,098/B_cropped_rgb343.jpg,0,0,0,1,0
train,098/A_cropped_rgb187.jpg,0,0,1,0,0
train,098/B_cropped_rgb345.jpg,0,0,0,1,0
train,098/A_cropped_rgb214.jpg,0,0,1,0,0
train,098/B_cropped_rgb346.jpg,0,0,0,1,0
train,098/A_cropped_rgb217.jpg,0,0,1,0,0
train,098/C_cropped_rgb028.jpg,0,0,1,0,0
train,098/A_cropped_rgb220.jpg,0,0,1,0,0
train,098/C_cropped_rgb029.jpg,0,0,1,0,0
train,098/A_cropped_rgb223.jpg,0,0,1,0,0
train,098/C_cropped_rgb031.jpg,0,0,1,0,0
train,098/A_cropped_rgb226.jpg,0,0,1,0,0
train,098/C_cropped_rgb034.jpg,0,0,1,0,0
train,098/A_cropped_rgb229.jpg,0,0,1,0,0
train,098/C_cropped_rgb037.jpg,0,0,1,0,0
train,098/A_cropped_rgb232.jpg,0,0,1,0,0
train,098/C_cropped_rgb040.jpg,0,0,1,0,0
train,098/A_cropped_rgb235.jpg,0,0,1,0,0
train,098/C_cropped_rgb046.jpg,0,0,1,0,0
train,098/A_cropped_rgb266.jpg,0,0,1,0,0
train,098/C_cropped_rgb052.jpg,0,0,1,0,0
train,098/A_cropped_rgb275.jpg,0,0,0,1,0
train,098/C_cropped_rgb055.jpg,0,0,1,0,0
train,098/A_cropped_rgb356.jpg,0,0,1,0,0
train,098/C_cropped_rgb058.jpg,0,0,1,0,0
train,098/A_cropped_rgb400.jpg,0,0,1,0,0
train,098/C_cropped_rgb061.jpg,0,0,1,0,0
train,098/A_cropped_rgb403.jpg,0,0,1,0,0
train,098/C_cropped_rgb064.jpg,0,0,1,0,0
train,098/A_cropped_rgb406.jpg,0,0,1,0,0
train,098/C_cropped_rgb067.jpg,0,0,1,0,0
train,098/A_cropped_rgb409.jpg,0,0,1,0,0
train,098/C_cropped_rgb070.jpg,0,0,1,0,0
train,098/A_cropped_rgb412.jpg,0,0,1,0,0
train,098/C_cropped_rgb073.jpg,0,0,1,0,0
train,098/A_cropped_rgb415.jpg,0,0,1,0,0
train,098/C_cropped_rgb076.jpg,0,0,1,0,0
train,098/A_cropped_rgb418.jpg,0,0,1,0,0
train,098/C_cropped_rgb079.jpg,0,0,1,0,0
train,098/A_cropped_rgb420.jpg,0,0,1,0,0
train,098/C_cropped_rgb085.jpg,0,0,1,0,0
train,098/A_cropped_rgb421.jpg,0,0,1,0,0
train,098/C_cropped_rgb128.jpg,0,0,1,0,0
train,098/A_cropped_rgb493.jpg,0,0,1,0,0
train,098/C_cropped_rgb140.jpg,0,0,1,0,0
train,098/B_cropped_rgb109.jpg,0,0,1,0,0
train,098/C_cropped_rgb204.jpg,0,0,1,0,0
train,098/B_cropped_rgb111.jpg,0,0,1,0,0
train,098/C_cropped_rgb226.jpg,0,0,1,0,0
train,098/B_cropped_rgb114.jpg,0,0,1,0,0
train,098/C_cropped_rgb232.jpg,0,0,1,0,0
train,098/B_cropped_rgb116.jpg,0,0,1,0,0
train,098/C_cropped_rgb235.jpg,0,0,1,0,0
train,098/B_cropped_rgb124.jpg,0,0,0,1,0
train,098/C_cropped_rgb238.jpg,0,0,1,0,0
train,098/B_cropped_rgb127.jpg,0,0,1,0,0
train,098/C_cropped_rgb241.jpg,0,0,1,0,0
train,098/B_cropped_rgb130.jpg,0,0,0,1,0
train,098/B_cropped_rgb163.jpg,0,0,0,1,0
train,098/C_cropped_rgb247.jpg,0,0,1,0,0
train,098/B_cropped_rgb166.jpg,0,0,0,1,0
train,098/C_cropped_rgb338.jpg,0,0,1,0,0
train,098/B_cropped_rgb172.jpg,0,0,0,1,0
train,098/C_cropped_rgb392.jpg,0,0,1,0,0
train,098/B_cropped_rgb178.jpg,0,0,0,1,0
train,098/C_cropped_rgb423.jpg,0,0,1,0,0
train,098/B_cropped_rgb184.jpg,0,0,0,1,0
train,098/C_cropped_rgb427.jpg,0,0,1,0,0
train,098/B_cropped_rgb186.jpg,0,0,0,1,0
train,098/C_cropped_rgb433.jpg,0,0,1,0,0
train,098/C_cropped_rgb455.jpg,0,0,1,0,0
train,098/C_cropped_rgb462.jpg,0,0,0,1,0
train,098/C_cropped_rgb468.jpg,0,0,0,1,0
train,098/C_cropped_rgb477.jpg,0,0,0,1,0
train,098/C_cropped_rgb485.jpg,0,0,1,0,0
train,098/C_cropped_rgb538.jpg,0,0,1,0,0
train,102/A_cropped_rgb559.jpg,0,0,1,0,0
train,102/A_cropped_rgb001.jpg,0,0,1,0,0
train,102/A_cropped_rgb565.jpg,0,0,1,0,0
train,102/A_cropped_rgb002.jpg,0,0,1,0,0
train,102/A_cropped_rgb562.jpg,0,0,1,0,0
train,102/A_cropped_rgb004.jpg,0,0,1,0,0
train,102/A_cropped_rgb568.jpg,0,0,1,0,0
train,102/A_cropped_rgb010.jpg,0,0,1,0,0
train,102/A_cropped_rgb571.jpg,0,0,1,0,0
train,102/A_cropped_rgb013.jpg,0,0,1,0,0
train,102/A_cropped_rgb574.jpg,0,0,1,0,0
train,102/A_cropped_rgb016.jpg,0,0,1,0,0
train,102/B_cropped_rgb004.jpg,0,0,0,1,0
train,102/A_cropped_rgb031.jpg,0,0,1,0,0
train,102/B_cropped_rgb007.jpg,0,0,0,1,0
train,102/A_cropped_rgb034.jpg,0,0,1,0,0
train,102/B_cropped_rgb010.jpg,0,0,0,1,0
train,102/A_cropped_rgb040.jpg,0,0,1,0,0
train,102/B_cropped_rgb013.jpg,0,0,0,1,0
train,102/A_cropped_rgb042.jpg,0,0,1,0,0
train,102/B_cropped_rgb015.jpg,0,0,0,1,0
train,102/A_cropped_rgb043.jpg,0,0,1,0,0
train,102/B_cropped_rgb016.jpg,0,0,0,1,0
train,102/A_cropped_rgb046.jpg,0,0,1,0,0
train,102/B_cropped_rgb019.jpg,0,0,1,0,0
train,102/A_cropped_rgb052.jpg,0,0,1,0,0
train,102/B_cropped_rgb022.jpg,0,0,0,1,0
train,102/A_cropped_rgb055.jpg,0,0,1,0,0
train,102/B_cropped_rgb037.jpg,0,0,1,0,0
train,102/A_cropped_rgb058.jpg,0,0,1,0,0
train,102/B_cropped_rgb052.jpg,0,0,1,0,0
train,102/A_cropped_rgb067.jpg,0,0,1,0,0
train,102/B_cropped_rgb055.jpg,0,0,1,0,0
train,102/A_cropped_rgb073.jpg,0,0,0,1,0
train,102/B_cropped_rgb058.jpg,0,0,0,1,0
train,102/A_cropped_rgb079.jpg,0,0,0,1,0
train,102/B_cropped_rgb061.jpg,0,0,0,1,0
train,102/A_cropped_rgb082.jpg,0,0,0,1,0
train,102/B_cropped_rgb064.jpg,0,0,0,1,0
train,102/A_cropped_rgb088.jpg,0,0,0,1,0
train,102/B_cropped_rgb067.jpg,0,0,0,1,0
train,102/A_cropped_rgb094.jpg,0,0,0,1,0
train,102/B_cropped_rgb070.jpg,0,0,0,1,0
train,102/A_cropped_rgb217.jpg,0,0,1,0,0
train,102/B_cropped_rgb076.jpg,0,0,0,1,0
train,102/A_cropped_rgb220.jpg,0,0,1,0,0
train,102/B_cropped_rgb079.jpg,0,0,0,1,0
train,102/A_cropped_rgb223.jpg,0,0,1,0,0
train,102/B_cropped_rgb082.jpg,0,0,0,1,0
train,102/A_cropped_rgb229.jpg,0,0,1,0,0
train,102/B_cropped_rgb085.jpg,0,0,0,1,0
train,102/A_cropped_rgb232.jpg,0,0,0,1,0
train,102/B_cropped_rgb088.jpg,0,0,0,1,0
train,102/A_cropped_rgb235.jpg,0,0,0,1,0
train,102/B_cropped_rgb098.jpg,0,0,0,1,0
train,102/A_cropped_rgb241.jpg,0,0,0,1,0
train,102/B_cropped_rgb099.jpg,0,0,1,0,0
train,102/A_cropped_rgb244.jpg,0,0,0,1,0
train,102/B_cropped_rgb109.jpg,0,0,0,1,0
train,102/A_cropped_rgb257.jpg,0,0,0,1,0
train,102/B_cropped_rgb186.jpg,0,1,0,0,0
train,102/A_cropped_rgb269.jpg,0,0,0,1,0
train,102/B_cropped_rgb199.jpg,0,0,1,0,0
train,102/A_cropped_rgb311.jpg,0,0,1,0,0
train,102/B_cropped_rgb202.jpg,0,0,1,0,0
train,102/A_cropped_rgb333.jpg,0,0,0,1,0
train,102/B_cropped_rgb208.jpg,0,0,1,0,0
train,102/A_cropped_rgb406.jpg,0,0,1,0,0
train,102/B_cropped_rgb211.jpg,0,0,1,0,0
train,102/A_cropped_rgb409.jpg,0,0,1,0,0
train,102/B_cropped_rgb214.jpg,0,0,1,0,0
train,102/A_cropped_rgb410.jpg,0,0,0,1,0
train,102/B_cropped_rgb220.jpg,0,0,1,0,0
train,102/A_cropped_rgb412.jpg,0,0,0,1,0
train,102/B_cropped_rgb223.jpg,0,0,0,1,0
train,102/A_cropped_rgb415.jpg,0,0,0,1,0
train,102/B_cropped_rgb232.jpg,0,0,0,1,0
train,102/A_cropped_rgb424.jpg,0,0,0,1,0
train,102/B_cropped_rgb238.jpg,0,0,0,1,0
train,102/A_cropped_rgb427.jpg,0,0,0,1,0
train,102/B_cropped_rgb241.jpg,0,0,0,1,0
train,102/A_cropped_rgb433.jpg,0,0,0,1,0
train,102/B_cropped_rgb247.jpg,0,0,0,1,0
